SQL> SELECT * FROM UTILISATEUR_DIMENSION_DYNAMIQUE;

"ID_UTILISATEUR","PAYS_INSCRIPTION","PSEUDONYME","TRANCHE_AGE_CALCULEE","GENRE_DECLARE","TYPE_ABONNEMENT"
"4528","France","User_4528","46+","Non-d??clar??","Free"
"4531","France","User_4531","18-25","Non-d??clar??","Free"
"4532","France","User_4532","26-35","Homme","Premium"
"4540","France","User_4540","26-35","Homme","Student"
"4546","France","User_4546","46+","Non-d??clar??","Premium"
"4550","France","User_4550","36-45","Homme","Premium"
"4552","France","User_4552","36-45","Homme","Free"
"4557","France","User_4557","26-35","Femme","Student"
"4559","France","User_4559","26-35","Non-d??clar??","Student"
"4560","France","User_4560","46+","Femme","Student"
"4563","France","User_4563","36-45","Non-d??clar??","Premium"
"4564","France","User_4564","46+","Non-d??clar??","Free"
"4570","France","User_4570","36-45","Non-d??clar??","Free"
"4572","France","User_4572","36-45","Non-d??clar??","Premium"
"4578","France","User_4578","36-45","Femme","Premium"
"4579","France","User_4579","46+","Femme","Premium"
"4580","France","User_4580","18-25","Homme","Premium"
"4584","France","User_4584","18-25","Non-d??clar??","Free"
"4585","France","User_4585","46+","Homme","Free"
"4588","France","User_4588","26-35","Non-d??clar??","Free"
"4589","France","User_4589","26-35","Non-d??clar??","Premium"
"4596","France","User_4596","26-35","Homme","Premium"
"4597","France","User_4597","26-35","Homme","Student"
"4605","France","User_4605","36-45","Homme","Student"
"4615","France","User_4615","26-35","Homme","Free"
"4624","France","User_4624","36-45","Homme","Premium"
"4629","France","User_4629","46+","Femme","Student"
"4637","France","User_4637","46+","Non-d??clar??","Premium"
"4638","France","User_4638","26-35","Femme","Premium"
"4639","France","User_4639","46+","Homme","Student"
"4646","France","User_4646","46+","Non-d??clar??","Student"
"4650","France","User_4650","26-35","Non-d??clar??","Student"
"4651","France","User_4651","18-25","Non-d??clar??","Student"
"4655","France","User_4655","18-25","Homme","Student"
"4658","France","User_4658","18-25","Femme","Premium"
"4659","France","User_4659","36-45","Non-d??clar??","Student"
"4674","France","User_4674","36-45","Non-d??clar??","Free"
"4675","France","User_4675","18-25","Femme","Student"
"4676","France","User_4676","26-35","Femme","Premium"
"4680","France","User_4680","18-25","Homme","Free"
"4681","France","User_4681","46+","Homme","Premium"
"4685","France","User_4685","36-45","Non-d??clar??","Premium"
"4690","France","User_4690","46+","Femme","Student"
"4693","France","User_4693","26-35","Femme","Free"
"4700","France","User_4700","46+","Non-d??clar??","Student"
"4701","France","User_4701","46+","Femme","Student"
"4703","France","User_4703","18-25","Non-d??clar??","Premium"
"4714","France","User_4714","36-45","Homme","Free"
"4717","France","User_4717","46+","Homme","Free"
"4723","France","User_4723","18-25","Femme","Premium"
"4724","France","User_4724","26-35","Homme","Student"
"4726","France","User_4726","46+","Femme","Premium"
"4731","France","User_4731","46+","Homme","Premium"
"4738","France","User_4738","18-25","Non-d??clar??","Free"
"4739","France","User_4739","26-35","Femme","Student"
"4748","France","User_4748","26-35","Homme","Student"
"4750","France","User_4750","36-45","Femme","Free"
"4754","France","User_4754","26-35","Femme","Premium"
"4760","France","User_4760","18-25","Femme","Free"
"4761","France","User_4761","36-45","Femme","Free"
"4768","France","User_4768","26-35","Femme","Student"
"4769","France","User_4769","46+","Homme","Premium"
"4771","France","User_4771","36-45","Femme","Student"
"4774","France","User_4774","18-25","Non-d??clar??","Premium"
"4775","France","User_4775","18-25","Femme","Premium"
"4778","France","User_4778","46+","Homme","Premium"
"4779","France","User_4779","26-35","Femme","Student"
"4784","France","User_4784","46+","Femme","Premium"
"4793","France","User_4793","26-35","Femme","Student"
"4801","France","User_4801","26-35","Femme","Premium"
"4802","France","User_4802","36-45","Homme","Free"
"4803","France","User_4803","46+","Non-d??clar??","Premium"
"4808","France","User_4808","36-45","Homme","Student"
"4815","France","User_4815","36-45","Femme","Premium"
"4816","France","User_4816","18-25","Non-d??clar??","Student"
"4817","France","User_4817","36-45","Femme","Free"
"4824","France","User_4824","26-35","Femme","Premium"
"4826","France","User_4826","18-25","Femme","Premium"
"4828","France","User_4828","36-45","Non-d??clar??","Student"
"4831","France","User_4831","26-35","Homme","Student"
"4845","France","User_4845","36-45","Homme","Free"
"4852","France","User_4852","26-35","Homme","Student"
"4861","France","User_4861","26-35","Non-d??clar??","Free"
"4867","France","User_4867","18-25","Femme","Free"
"4882","France","User_4882","18-25","Femme","Free"
"4884","France","User_4884","36-45","Femme","Student"
"4885","France","User_4885","46+","Non-d??clar??","Premium"
"4898","France","User_4898","46+","Femme","Premium"
"4901","France","User_4901","26-35","Homme","Student"
"4903","France","User_4903","26-35","Femme","Premium"
"4905","France","User_4905","46+","Homme","Premium"
"4909","France","User_4909","36-45","Homme","Student"
"4911","France","User_4911","46+","Femme","Student"
"4915","France","User_4915","26-35","Non-d??clar??","Student"
"4921","France","User_4921","26-35","Femme","Premium"
"4924","France","User_4924","26-35","Non-d??clar??","Premium"
"4925","France","User_4925","18-25","Homme","Free"
"4928","France","User_4928","18-25","Homme","Student"
"4929","France","User_4929","46+","Non-d??clar??","Premium"
"4933","France","User_4933","26-35","Non-d??clar??","Free"
"4934","France","User_4934","18-25","Femme","Premium"
"4937","France","User_4937","46+","Non-d??clar??","Student"
"4939","France","User_4939","26-35","Homme","Premium"
"4940","France","User_4940","18-25","Homme","Free"
"4946","France","User_4946","46+","Homme","Premium"
"4947","France","User_4947","18-25","Homme","Free"
"4950","France","User_4950","26-35","Femme","Premium"
"4954","France","User_4954","26-35","Femme","Free"
"4956","France","User_4956","46+","Non-d??clar??","Premium"
"4959","France","User_4959","36-45","Non-d??clar??","Student"
"4963","France","User_4963","26-35","Homme","Student"
"4967","France","User_4967","36-45","Homme","Free"
"4972","France","User_4972","36-45","Non-d??clar??","Free"
"4973","France","User_4973","18-25","Femme","Student"
"4976","France","User_4976","36-45","Non-d??clar??","Free"
"4978","France","User_4978","36-45","Homme","Free"
"4981","France","User_4981","18-25","Homme","Premium"
"4982","France","User_4982","36-45","Non-d??clar??","Premium"
"4983","France","User_4983","18-25","Non-d??clar??","Premium"
"4990","France","User_4990","18-25","Femme","Free"
"4992","France","User_4992","36-45","Non-d??clar??","Premium"
"4994","France","User_4994","18-25","Non-d??clar??","Premium"
"4996","France","User_4996","18-25","Femme","Student"
"5001","France","User_5001","46+","Femme","Free"
"5005","France","User_5005","26-35","Non-d??clar??","Premium"
"101","France","MusicFan02","30-35","Homme","Premium"
"3666","Espagne","User_3666","36-45","Homme","Premium"
"3675","Espagne","User_3675","26-35","Homme","Premium"
"3679","Espagne","User_3679","26-35","Femme","Premium"
"3680","Espagne","User_3680","36-45","Non-d??clar??","Premium"
"3686","Espagne","User_3686","36-45","Non-d??clar??","Student"
"3687","Espagne","User_3687","36-45","Femme","Student"
"3691","Espagne","User_3691","18-25","Homme","Premium"
"3695","Espagne","User_3695","36-45","Homme","Free"
"3701","Espagne","User_3701","36-45","Homme","Premium"
"3712","Espagne","User_3712","46+","Non-d??clar??","Free"
"3715","Espagne","User_3715","46+","Non-d??clar??","Premium"
"3716","Espagne","User_3716","36-45","Homme","Free"
"3729","Espagne","User_3729","36-45","Homme","Premium"
"3738","Espagne","User_3738","26-35","Non-d??clar??","Student"
"3740","Espagne","User_3740","26-35","Homme","Student"
"3742","Espagne","User_3742","26-35","Homme","Premium"
"3747","Espagne","User_3747","26-35","Femme","Free"
"3748","Espagne","User_3748","36-45","Homme","Free"
"3753","Espagne","User_3753","36-45","Femme","Free"
"3759","Espagne","User_3759","26-35","Homme","Student"
"3761","Espagne","User_3761","36-45","Homme","Premium"
"3762","Espagne","User_3762","36-45","Homme","Premium"
"3768","Espagne","User_3768","36-45","Homme","Premium"
"3770","Espagne","User_3770","46+","Non-d??clar??","Premium"
"3777","Espagne","User_3777","36-45","Femme","Premium"
"3779","Espagne","User_3779","46+","Homme","Premium"
"3780","Espagne","User_3780","36-45","Non-d??clar??","Student"
"3782","Espagne","User_3782","36-45","Femme","Premium"
"3785","Espagne","User_3785","18-25","Femme","Premium"
"3792","Espagne","User_3792","46+","Homme","Free"
"3793","Espagne","User_3793","26-35","Homme","Free"
"3796","Espagne","User_3796","26-35","Non-d??clar??","Premium"
"3804","Espagne","User_3804","46+","Homme","Premium"
"3809","Espagne","User_3809","46+","Femme","Premium"
"3812","Espagne","User_3812","26-35","Non-d??clar??","Premium"
"3816","Espagne","User_3816","36-45","Femme","Free"
"3820","Espagne","User_3820","36-45","Homme","Premium"
"3822","Espagne","User_3822","26-35","Homme","Student"
"3826","Espagne","User_3826","18-25","Non-d??clar??","Free"
"3833","Espagne","User_3833","26-35","Homme","Premium"
"3834","Espagne","User_3834","36-45","Non-d??clar??","Free"
"3845","Espagne","User_3845","26-35","Homme","Student"
"3857","Espagne","User_3857","26-35","Femme","Free"
"3870","Espagne","User_3870","18-25","Femme","Free"
"3874","Espagne","User_3874","18-25","Homme","Student"
"3877","Espagne","User_3877","18-25","Homme","Premium"
"3885","Espagne","User_3885","36-45","Non-d??clar??","Student"
"3888","Espagne","User_3888","26-35","Homme","Premium"
"3889","Espagne","User_3889","26-35","Femme","Premium"
"3890","Espagne","User_3890","46+","Non-d??clar??","Premium"
"3891","Espagne","User_3891","26-35","Femme","Student"
"3893","Espagne","User_3893","36-45","Homme","Free"
"3897","Espagne","User_3897","36-45","Non-d??clar??","Free"
"3898","Espagne","User_3898","46+","Non-d??clar??","Premium"
"3905","Espagne","User_3905","18-25","Non-d??clar??","Premium"
"3915","Espagne","User_3915","26-35","Homme","Free"
"3919","Espagne","User_3919","46+","Non-d??clar??","Free"
"3926","Espagne","User_3926","26-35","Non-d??clar??","Premium"
"3929","Espagne","User_3929","26-35","Homme","Premium"
"3931","Espagne","User_3931","26-35","Femme","Premium"
"3933","Espagne","User_3933","46+","Non-d??clar??","Premium"
"3946","Espagne","User_3946","26-35","Non-d??clar??","Student"
"3950","Espagne","User_3950","18-25","Non-d??clar??","Student"
"3953","Espagne","User_3953","26-35","Non-d??clar??","Student"
"3954","Espagne","User_3954","18-25","Femme","Free"
"3955","Espagne","User_3955","46+","Non-d??clar??","Premium"
"3958","Espagne","User_3958","36-45","Homme","Premium"
"3959","Espagne","User_3959","26-35","Femme","Student"
"3971","Espagne","User_3971","26-35","Non-d??clar??","Free"
"3981","Espagne","User_3981","46+","Non-d??clar??","Free"
"4012","Espagne","User_4012","36-45","Femme","Student"
"4015","Espagne","User_4015","36-45","Femme","Free"
"4017","Espagne","User_4017","46+","Homme","Student"
"4018","Espagne","User_4018","18-25","Femme","Premium"
"4019","Espagne","User_4019","26-35","Non-d??clar??","Premium"
"4020","Espagne","User_4020","46+","Femme","Free"
"4027","Espagne","User_4027","36-45","Non-d??clar??","Free"
"4029","Espagne","User_4029","18-25","Non-d??clar??","Student"
"4034","Espagne","User_4034","36-45","Homme","Free"
"4040","Espagne","User_4040","46+","Femme","Student"
"4041","Espagne","User_4041","26-35","Non-d??clar??","Free"
"4043","Espagne","User_4043","36-45","Non-d??clar??","Premium"
"4045","Espagne","User_4045","26-35","Non-d??clar??","Student"
"4063","Espagne","User_4063","26-35","Homme","Free"
"4064","Espagne","User_4064","36-45","Homme","Premium"
"4065","Espagne","User_4065","26-35","Femme","Student"
"4073","Espagne","User_4073","26-35","Homme","Student"
"4080","Espagne","User_4080","46+","Homme","Student"
"4086","Espagne","User_4086","26-35","Femme","Student"
"4091","Espagne","User_4091","26-35","Femme","Student"
"4093","Espagne","User_4093","18-25","Femme","Premium"
"4096","Espagne","User_4096","18-25","Non-d??clar??","Free"
"4100","Espagne","User_4100","26-35","Non-d??clar??","Student"
"4102","Espagne","User_4102","18-25","Femme","Free"
"4113","Espagne","User_4113","18-25","Homme","Premium"
"4116","Espagne","User_4116","36-45","Femme","Premium"
"4121","Espagne","User_4121","26-35","Homme","Premium"
"4127","Espagne","User_4127","26-35","Non-d??clar??","Free"
"4131","Espagne","User_4131","36-45","Non-d??clar??","Premium"
"4138","Espagne","User_4138","18-25","Homme","Free"
"4139","Espagne","User_4139","18-25","Non-d??clar??","Premium"
"4141","Espagne","User_4141","46+","Femme","Premium"
"4154","Espagne","User_4154","46+","Homme","Student"
"4163","Espagne","User_4163","18-25","Femme","Student"
"4165","Espagne","User_4165","26-35","Homme","Premium"
"4168","Espagne","User_4168","46+","Femme","Free"
"4169","Espagne","User_4169","18-25","Non-d??clar??","Free"
"4173","Espagne","User_4173","18-25","Femme","Premium"
"4174","Espagne","User_4174","18-25","Non-d??clar??","Premium"
"4175","Espagne","User_4175","26-35","Femme","Student"
"4176","Espagne","User_4176","46+","Femme","Free"
"4183","Espagne","User_4183","18-25","Homme","Student"
"4197","Espagne","User_4197","36-45","Homme","Premium"
"4206","Espagne","User_4206","46+","Non-d??clar??","Student"
"4212","Espagne","User_4212","18-25","Non-d??clar??","Premium"
"4217","Espagne","User_4217","36-45","Homme","Free"
"4224","Espagne","User_4224","18-25","Femme","Free"
"4228","Espagne","User_4228","36-45","Homme","Free"
"4229","Espagne","User_4229","26-35","Homme","Free"
"4231","Espagne","User_4231","26-35","Femme","Student"
"4233","Espagne","User_4233","46+","Non-d??clar??","Free"
"4235","Espagne","User_4235","26-35","Femme","Free"
"4241","Espagne","User_4241","36-45","Non-d??clar??","Premium"
"4248","Espagne","User_4248","36-45","Non-d??clar??","Free"
"4249","Espagne","User_4249","26-35","Homme","Free"
"4255","Espagne","User_4255","36-45","Femme","Free"
"4260","Espagne","User_4260","26-35","Homme","Premium"
"4261","Espagne","User_4261","46+","Homme","Free"
"4262","Espagne","User_4262","36-45","Femme","Student"
"4264","Espagne","User_4264","46+","Non-d??clar??","Free"
"4270","Espagne","User_4270","46+","Femme","Student"
"4271","Espagne","User_4271","46+","Femme","Premium"
"4272","Espagne","User_4272","26-35","Non-d??clar??","Free"
"4273","Espagne","User_4273","36-45","Homme","Student"
"4276","Espagne","User_4276","36-45","Femme","Student"
"4283","Espagne","User_4283","18-25","Homme","Student"
"4289","Espagne","User_4289","26-35","Non-d??clar??","Free"
"4290","Espagne","User_4290","36-45","Homme","Free"
"4292","Espagne","User_4292","26-35","Femme","Free"
"4294","Espagne","User_4294","18-25","Femme","Premium"
"4297","Espagne","User_4297","18-25","Femme","Free"
"4309","Espagne","User_4309","26-35","Homme","Premium"
"4318","Espagne","User_4318","36-45","Non-d??clar??","Student"
"4319","Espagne","User_4319","18-25","Femme","Student"
"4321","Espagne","User_4321","26-35","Homme","Free"
"4326","Espagne","User_4326","46+","Homme","Free"
"4334","Espagne","User_4334","26-35","Non-d??clar??","Free"
"4340","Espagne","User_4340","18-25","Femme","Premium"
"4343","Espagne","User_4343","46+","Femme","Premium"
"4344","Espagne","User_4344","26-35","Homme","Student"
"4346","Espagne","User_4346","26-35","Femme","Free"
"4347","Espagne","User_4347","18-25","Non-d??clar??","Free"
"4349","Espagne","User_4349","46+","Homme","Premium"
"4356","Espagne","User_4356","36-45","Femme","Student"
"4358","Espagne","User_4358","36-45","Femme","Premium"
"4359","Espagne","User_4359","18-25","Non-d??clar??","Free"
"4363","Espagne","User_4363","46+","Non-d??clar??","Premium"
"4368","Espagne","User_4368","36-45","Femme","Premium"
"4371","Espagne","User_4371","18-25","Homme","Student"
"4379","Espagne","User_4379","36-45","Femme","Premium"
"4389","Espagne","User_4389","46+","Non-d??clar??","Free"
"4400","Espagne","User_4400","26-35","Homme","Premium"
"4406","Espagne","User_4406","18-25","Homme","Free"
"4422","Espagne","User_4422","46+","Femme","Free"
"4430","Espagne","User_4430","18-25","Non-d??clar??","Free"
"4434","Espagne","User_4434","26-35","Homme","Premium"
"4450","Espagne","User_4450","26-35","Non-d??clar??","Premium"
"4454","Espagne","User_4454","26-35","Homme","Free"
"4459","Espagne","User_4459","46+","Femme","Free"
"4464","Espagne","User_4464","26-35","Femme","Free"
"4472","Espagne","User_4472","46+","Non-d??clar??","Premium"
"4477","Espagne","User_4477","46+","Non-d??clar??","Free"
"4481","Espagne","User_4481","46+","Non-d??clar??","Student"
"4489","Espagne","User_4489","36-45","Homme","Premium"
"4490","Espagne","User_4490","36-45","Non-d??clar??","Free"
"4496","Espagne","User_4496","36-45","Homme","Free"
"4497","Espagne","User_4497","26-35","Femme","Student"
"4502","Espagne","User_4502","18-25","Homme","Student"
"4510","Espagne","User_4510","36-45","Non-d??clar??","Free"
"4515","Espagne","User_4515","18-25","Non-d??clar??","Student"
"4516","Espagne","User_4516","46+","Non-d??clar??","Student"
"4520","Espagne","User_4520","46+","Non-d??clar??","Free"
"4522","Espagne","User_4522","46+","Homme","Free"
"4524","Espagne","User_4524","18-25","Homme","Premium"
"4533","Espagne","User_4533","36-45","Homme","Student"
"4536","Espagne","User_4536","46+","Homme","Premium"
"4545","Espagne","User_4545","46+","Homme","Premium"
"4554","Espagne","User_4554","36-45","Femme","Free"
"4555","Espagne","User_4555","26-35","Femme","Free"
"4556","Espagne","User_4556","46+","Non-d??clar??","Student"
"4575","Espagne","User_4575","26-35","Non-d??clar??","Free"
"4595","Espagne","User_4595","36-45","Femme","Student"
"4598","Espagne","User_4598","46+","Non-d??clar??","Student"
"4599","Espagne","User_4599","18-25","Non-d??clar??","Premium"
"4600","Espagne","User_4600","46+","Homme","Student"
"4603","Espagne","User_4603","36-45","Non-d??clar??","Premium"
"4607","Espagne","User_4607","46+","Femme","Premium"
"4608","Espagne","User_4608","46+","Non-d??clar??","Premium"
"4611","Espagne","User_4611","36-45","Homme","Free"
"4613","Espagne","User_4613","26-35","Femme","Free"
"4619","Espagne","User_4619","26-35","Femme","Student"
"4622","Espagne","User_4622","18-25","Non-d??clar??","Free"
"4626","Espagne","User_4626","18-25","Femme","Student"
"4632","Espagne","User_4632","36-45","Non-d??clar??","Student"
"4640","Espagne","User_4640","26-35","Non-d??clar??","Premium"
"4641","Espagne","User_4641","46+","Homme","Free"
"4642","Espagne","User_4642","46+","Homme","Premium"
"4644","Espagne","User_4644","36-45","Femme","Free"
"4648","Espagne","User_4648","46+","Homme","Student"
"4652","Espagne","User_4652","46+","Homme","Student"
"4653","Espagne","User_4653","26-35","Homme","Premium"
"4654","Espagne","User_4654","46+","Homme","Free"
"4660","Espagne","User_4660","36-45","Non-d??clar??","Free"
"4666","Espagne","User_4666","26-35","Homme","Student"
"4672","Espagne","User_4672","18-25","Femme","Premium"
"4679","Espagne","User_4679","26-35","Non-d??clar??","Student"
"4687","Espagne","User_4687","36-45","Femme","Premium"
"4688","Espagne","User_4688","26-35","Homme","Premium"
"4692","Espagne","User_4692","26-35","Homme","Free"
"4694","Espagne","User_4694","46+","Homme","Student"
"4695","Espagne","User_4695","26-35","Femme","Student"
"4702","Espagne","User_4702","46+","Femme","Premium"
"4704","Espagne","User_4704","36-45","Homme","Free"
"4705","Espagne","User_4705","46+","Femme","Free"
"4706","Espagne","User_4706","26-35","Homme","Free"
"4707","Espagne","User_4707","26-35","Homme","Free"
"4710","Espagne","User_4710","36-45","Femme","Free"
"4715","Espagne","User_4715","26-35","Femme","Premium"
"4718","Espagne","User_4718","18-25","Non-d??clar??","Free"
"4720","Espagne","User_4720","36-45","Non-d??clar??","Free"
"4729","Espagne","User_4729","26-35","Non-d??clar??","Premium"
"4730","Espagne","User_4730","26-35","Femme","Student"
"4733","Espagne","User_4733","18-25","Non-d??clar??","Free"
"4734","Espagne","User_4734","46+","Homme","Premium"
"4744","Espagne","User_4744","26-35","Homme","Free"
"4747","Espagne","User_4747","46+","Non-d??clar??","Premium"
"4749","Espagne","User_4749","36-45","Non-d??clar??","Student"
"4751","Espagne","User_4751","46+","Homme","Free"
"4759","Espagne","User_4759","46+","Femme","Premium"
"4762","Espagne","User_4762","26-35","Femme","Premium"
"4763","Espagne","User_4763","36-45","Non-d??clar??","Premium"
"4764","Espagne","User_4764","36-45","Homme","Student"
"4765","Espagne","User_4765","26-35","Femme","Student"
"4767","Espagne","User_4767","18-25","Homme","Free"
"4770","Espagne","User_4770","26-35","Non-d??clar??","Student"
"4773","Espagne","User_4773","46+","Homme","Free"
"4777","Espagne","User_4777","26-35","Non-d??clar??","Free"
"4780","Espagne","User_4780","26-35","Femme","Student"
"4781","Espagne","User_4781","46+","Homme","Free"
"4782","Espagne","User_4782","26-35","Non-d??clar??","Student"
"4783","Espagne","User_4783","18-25","Non-d??clar??","Free"
"4785","Espagne","User_4785","36-45","Femme","Free"
"4797","Espagne","User_4797","46+","Non-d??clar??","Student"
"4798","Espagne","User_4798","18-25","Homme","Premium"
"4804","Espagne","User_4804","36-45","Homme","Student"
"4805","Espagne","User_4805","36-45","Femme","Free"
"4811","Espagne","User_4811","46+","Homme","Premium"
"4813","Espagne","User_4813","36-45","Femme","Student"
"4825","Espagne","User_4825","18-25","Femme","Premium"
"4832","Espagne","User_4832","36-45","Homme","Premium"
"4836","Espagne","User_4836","36-45","Femme","Free"
"4841","Espagne","User_4841","26-35","Non-d??clar??","Student"
"4843","Espagne","User_4843","18-25","Femme","Student"
"4848","Espagne","User_4848","36-45","Non-d??clar??","Free"
"4850","Espagne","User_4850","26-35","Non-d??clar??","Student"
"4851","Espagne","User_4851","18-25","Non-d??clar??","Premium"
"4854","Espagne","User_4854","26-35","Non-d??clar??","Free"
"4856","Espagne","User_4856","46+","Homme","Premium"
"4857","Espagne","User_4857","36-45","Homme","Premium"
"4858","Espagne","User_4858","36-45","Homme","Student"
"4859","Espagne","User_4859","36-45","Femme","Premium"
"4864","Espagne","User_4864","18-25","Femme","Student"
"4865","Espagne","User_4865","46+","Femme","Free"
"4868","Espagne","User_4868","26-35","Homme","Free"
"4871","Espagne","User_4871","36-45","Femme","Premium"
"4873","Espagne","User_4873","18-25","Non-d??clar??","Free"
"4874","Espagne","User_4874","46+","Femme","Premium"
"4880","Espagne","User_4880","26-35","Femme","Premium"
"4886","Espagne","User_4886","26-35","Homme","Student"
"4890","Espagne","User_4890","36-45","Non-d??clar??","Premium"
"4896","Espagne","User_4896","26-35","Non-d??clar??","Student"
"4897","Espagne","User_4897","46+","Non-d??clar??","Free"
"4900","Espagne","User_4900","26-35","Femme","Free"
"4902","Espagne","User_4902","18-25","Femme","Premium"
"4910","Espagne","User_4910","36-45","Homme","Premium"
"4914","Espagne","User_4914","26-35","Non-d??clar??","Student"
"4919","Espagne","User_4919","46+","Femme","Student"
"4927","Espagne","User_4927","26-35","Non-d??clar??","Free"
"4938","Espagne","User_4938","46+","Non-d??clar??","Student"
"4941","Espagne","User_4941","46+","Non-d??clar??","Premium"
"4942","Espagne","User_4942","18-25","Femme","Premium"
"4943","Espagne","User_4943","18-25","Homme","Premium"
"4944","Espagne","User_4944","46+","Homme","Student"
"4945","Espagne","User_4945","26-35","Homme","Free"
"4955","Espagne","User_4955","46+","Femme","Free"
"4961","Espagne","User_4961","26-35","Non-d??clar??","Premium"
"4966","Espagne","User_4966","18-25","Homme","Student"
"4970","Espagne","User_4970","26-35","Homme","Student"
"4974","Espagne","User_4974","46+","Femme","Student"
"4989","Espagne","User_4989","36-45","Non-d??clar??","Free"
"4993","Espagne","User_4993","36-45","Femme","Student"
"4998","Espagne","User_4998","36-45","Femme","Student"
"4999","Espagne","User_4999","26-35","Femme","Premium"
"5003","Espagne","User_5003","46+","Non-d??clar??","Premium"
"5009","Espagne","User_5009","26-35","Non-d??clar??","Student"
"5010","Espagne","User_5010","26-35","Non-d??clar??","Free"
"5014","Espagne","User_5014","46+","Homme","Premium"
"5019","Espagne","User_5019","36-45","Homme","Student"
"5024","Espagne","User_5024","46+","Non-d??clar??","Student"
"5030","Espagne","User_5030","46+","Non-d??clar??","Premium"
"5032","Espagne","User_5032","36-45","Femme","Free"
"5033","Espagne","User_5033","36-45","Homme","Free"
"5038","Espagne","User_5038","26-35","Homme","Student"
"5040","Espagne","User_5040","36-45","Femme","Free"
"5041","Espagne","User_5041","26-35","Femme","Student"
"5043","Espagne","User_5043","46+","Non-d??clar??","Student"
"5047","Espagne","User_5047","26-35","Non-d??clar??","Free"
"5048","Espagne","User_5048","46+","Homme","Premium"
"5051","Espagne","User_5051","26-35","Femme","Premium"
"5053","Espagne","User_5053","36-45","Femme","Premium"
"5055","Espagne","User_5055","46+","Non-d??clar??","Student"
"5057","Espagne","User_5057","36-45","Femme","Student"
"5064","Espagne","User_5064","36-45","Femme","Student"
"5065","Espagne","User_5065","46+","Non-d??clar??","Free"
"5067","Espagne","User_5067","18-25","Homme","Free"
"5071","Espagne","User_5071","18-25","Femme","Premium"
"5072","Espagne","User_5072","36-45","Homme","Free"
"5080","Espagne","User_5080","26-35","Non-d??clar??","Premium"
"5084","Espagne","User_5084","18-25","Non-d??clar??","Premium"
"5085","Espagne","User_5085","46+","Homme","Student"
"5096","Espagne","User_5096","36-45","Homme","Premium"
"5101","Espagne","User_5101","46+","Homme","Premium"
"5102","Espagne","User_5102","26-35","Non-d??clar??","Premium"
"5112","Espagne","User_5112","36-45","Non-d??clar??","Student"
"5113","Espagne","User_5113","26-35","Femme","Student"
"5114","Espagne","User_5114","26-35","Non-d??clar??","Student"
"5124","Espagne","User_5124","18-25","Homme","Student"
"5125","Espagne","User_5125","46+","Homme","Free"
"5128","Espagne","User_5128","26-35","Homme","Student"
"5130","Espagne","User_5130","18-25","Femme","Student"
"5131","Espagne","User_5131","36-45","Femme","Student"
"5137","Espagne","User_5137","46+","Non-d??clar??","Premium"
"5140","Espagne","User_5140","26-35","Femme","Premium"
"5141","Espagne","User_5141","46+","Non-d??clar??","Premium"
"5142","Espagne","User_5142","46+","Homme","Student"
"5149","Espagne","User_5149","26-35","Non-d??clar??","Free"
"5152","Espagne","User_5152","46+","Femme","Student"
"5160","Espagne","User_5160","46+","Non-d??clar??","Premium"
"5161","Espagne","User_5161","18-25","Homme","Free"
"5165","Espagne","User_5165","46+","Non-d??clar??","Student"
"5168","Espagne","User_5168","36-45","Non-d??clar??","Free"
"5169","Espagne","User_5169","18-25","Femme","Free"
"5178","Espagne","User_5178","18-25","Non-d??clar??","Student"
"5179","Espagne","User_5179","18-25","Homme","Free"
"5182","Espagne","User_5182","46+","Homme","Premium"
"5186","Espagne","User_5186","36-45","Homme","Student"
"5191","Espagne","User_5191","46+","Homme","Free"
"5213","Espagne","User_5213","36-45","Non-d??clar??","Premium"
"5214","Espagne","User_5214","46+","Femme","Free"
"5216","Espagne","User_5216","26-35","Non-d??clar??","Student"
"5219","Espagne","User_5219","18-25","Homme","Free"
"5220","Espagne","User_5220","36-45","Non-d??clar??","Premium"
"5226","Espagne","User_5226","46+","Non-d??clar??","Student"
"5231","Espagne","User_5231","36-45","Femme","Student"
"5236","Espagne","User_5236","18-25","Non-d??clar??","Free"
"5242","Espagne","User_5242","18-25","Femme","Premium"
"5243","Espagne","User_5243","18-25","Non-d??clar??","Premium"
"5250","Espagne","User_5250","18-25","Femme","Student"
"5259","Espagne","User_5259","46+","Non-d??clar??","Free"
"5261","Espagne","User_5261","46+","Femme","Free"
"5274","Espagne","User_5274","26-35","Homme","Student"
"5282","Espagne","User_5282","26-35","Femme","Student"
"5284","Espagne","User_5284","46+","Non-d??clar??","Student"
"5288","Espagne","User_5288","46+","Homme","Student"
"5292","Espagne","User_5292","36-45","Homme","Student"
"5293","Espagne","User_5293","46+","Non-d??clar??","Free"
"5298","Espagne","User_5298","18-25","Homme","Free"
"5299","Espagne","User_5299","36-45","Femme","Free"
"5304","Espagne","User_5304","36-45","Homme","Student"
"5316","Espagne","User_5316","46+","Homme","Free"
"5317","Espagne","User_5317","36-45","Homme","Premium"
"5318","Espagne","User_5318","46+","Non-d??clar??","Premium"
"5321","Espagne","User_5321","46+","Non-d??clar??","Free"
"5324","Espagne","User_5324","26-35","Homme","Student"
"5325","Espagne","User_5325","46+","Non-d??clar??","Student"
"5329","Espagne","User_5329","18-25","Homme","Free"
"5332","Espagne","User_5332","26-35","Homme","Student"
