SQL> SELECT * FROM CONTENU_DIMENSION;

"ID_CONTENU","TITRE","TYPE_MEDIA","NOM_ARTISTE","NOM_ALBUM","GENRE","CODE_ISRC","DUREE_SECONDES","DATE_SORTIE","FLAG_PAROLES_DISPONIBLES","FLAG_CONTENU_EXPLICITE"
"1055","Titre G??n??r?? 1055","Podcast","Artiste 71","Album 27","Rock","YL7Y6IXCGJJM",1949,"20/06/2023",1,1
"1056","Titre G??n??r?? 1056","Musique","Artiste 27","Album 23","News","MVH6P86DRH78",3376,"23/07/2024",1,1
"1057","Titre G??n??r?? 1057","Podcast","Artiste 93","Album 42","Divers","LIRFANW6CVBU",1983,"23/01/2023",0,1
"1058","Titre G??n??r?? 1058","Audiobook","Artiste 37","Album 17","Divers","ADLDCHJZ6FWP",2127,"09/06/2023",0,1
"1059","Titre G??n??r?? 1059","Podcast","Artiste 40","Album 17","Pop","CM8AINVM69VF",357,"03/11/2023",0,1
"1060","Titre G??n??r?? 1060","Audiobook","Artiste 32","Album 21","Tech","BUVX3HM1FSOS",3133,"08/02/2024",0,1
"1061","Titre G??n??r?? 1061","Audiobook","Artiste 47","Album 1","Tech","TKF9UAHDJK7K",775,"08/06/2023",1,0
"1062","Titre G??n??r?? 1062","Audiobook","Artiste 85","Album 17","Divers","LOE1U3YVWDBJ",2661,"08/08/2024",1,1
"1063","Titre G??n??r?? 1063","Musique","Artiste 38","Album 15","News","BVLM0NZUFKG8",163,"14/10/2023",1,1
"1064","Titre G??n??r?? 1064","Podcast","Artiste 38","Album 7","News","RVWAEYHAL9V1",2480,"01/10/2024",1,0
"1065","Titre G??n??r?? 1065","Musique","Artiste 40","Album 45","Rock","QL3XSW487VOQ",736,"24/05/2023",1,0
"1066","Titre G??n??r?? 1066","Audiobook","Artiste 8","Album 45","News","XWW3G1N8THU5",2921,"24/06/2023",1,0
"1067","Titre G??n??r?? 1067","Audiobook","Artiste 3","Album 26","News","VE1SGSIGZH13",986,"10/07/2024",0,0
"1068","Titre G??n??r?? 1068","Podcast","Artiste 76","Album 9","Tech","JYE04D7W8G3L",972,"26/10/2024",0,0
"1069","Titre G??n??r?? 1069","Podcast","Artiste 40","Album 29","Tech","OSB298AA0U13",3535,"12/10/2024",1,1
"1070","Titre G??n??r?? 1070","Podcast","Artiste 23","Album 35","News","GP28GFFX6YK0",1708,"13/12/2023",1,1
"1071","Titre G??n??r?? 1071","Musique","Artiste 68","Album 15","Pop","GGZ7EQJT630X",64,"24/03/2024",1,1
"1072","Titre G??n??r?? 1072","Musique","Artiste 77","Album 49","Tech","EWAHCQQ6MY2T",1759,"28/04/2024",1,1
"1073","Titre G??n??r?? 1073","Podcast","Artiste 60","Album 4","News","NMU7LA0L9N4C",2012,"26/02/2024",1,1
"1074","Titre G??n??r?? 1074","Audiobook","Artiste 74","Album 19","Pop","SPNNSWLC8SLO",920,"19/08/2024",1,1
"1075","Titre G??n??r?? 1075","Musique","Artiste 30","Album 5","News","KWI5KOEGF9O1",800,"17/05/2024",0,0
"1076","Titre G??n??r?? 1076","Podcast","Artiste 45","Album 27","Divers","BPAIIS4PWP7D",2245,"22/09/2024",0,0
"1077","Titre G??n??r?? 1077","Musique","Artiste 6","Album 6","Rock","EGEGHWZMA7L7",3284,"12/09/2023",0,1
"1078","Titre G??n??r?? 1078","Podcast","Artiste 65","Album 43","Tech","JQT15UBHREJJ",2569,"21/10/2024",0,1
"1079","Titre G??n??r?? 1079","Podcast","Artiste 27","Album 7","Divers","ATXT2C9AK1PN",2524,"10/10/2024",0,0
"1080","Titre G??n??r?? 1080","Musique","Artiste 71","Album 47","Rock","HN605WSEM9QO",1442,"11/07/2024",0,0
"1081","Titre G??n??r?? 1081","Audiobook","Artiste 9","Album 17","News","XA5HBSVTN8US",2840,"12/08/2023",1,0
"1082","Titre G??n??r?? 1082","Podcast","Artiste 71","Album 12","News","QZYYUZ3O0L1Z",2695,"12/03/2023",1,1
"1083","Titre G??n??r?? 1083","Musique","Artiste 7","Album 41","Divers","DQ7ELJT0IH4L",342,"21/07/2023",1,1
"1084","Titre G??n??r?? 1084","Musique","Artiste 24","Album 8","Rock","KYTECKE3DNYR",1220,"01/11/2023",0,0
"1085","Titre G??n??r?? 1085","Podcast","Artiste 77","Album 48","Rock","MFA3VPQRCWXP",74,"18/03/2024",0,0
"1086","Titre G??n??r?? 1086","Musique","Artiste 60","Album 26","Divers","FURTX7TM2M2I",1634,"14/11/2023",0,0
"1087","Titre G??n??r?? 1087","Podcast","Artiste 54","Album 9","News","MITEA58J1M6Q",2014,"03/06/2024",0,0
"1088","Titre G??n??r?? 1088","Podcast","Artiste 12","Album 36","Divers","IUASCC0N6D5O",3369,"29/08/2023",0,0
"1089","Titre G??n??r?? 1089","Audiobook","Artiste 99","Album 18","Divers","VZDMD9XVK58Z",1264,"17/11/2023",0,1
"1090","Titre G??n??r?? 1090","Audiobook","Artiste 83","Album 3","Tech","NJ7YYJ8HQJE8",448,"06/03/2023",1,1
"1091","Titre G??n??r?? 1091","Musique","Artiste 23","Album 32","Divers","MGMITLIM6EXG",1332,"08/02/2024",1,1
"1092","Titre G??n??r?? 1092","Podcast","Artiste 60","Album 5","Pop","UI4O8SPEO3R6",355,"21/04/2024",1,0
"1093","Titre G??n??r?? 1093","Audiobook","Artiste 74","Album 30","Pop","YEY34B1NONTU",2052,"15/06/2024",1,1
"1094","Titre G??n??r?? 1094","Musique","Artiste 34","Album 45","Tech","SHT93VTBBJXI",2752,"08/02/2023",0,1
"1095","Titre G??n??r?? 1095","Podcast","Artiste 15","Album 17","Divers","MN99VCX40VVN",162,"19/10/2023",0,0
"1096","Titre G??n??r?? 1096","Musique","Artiste 77","Album 21","Tech","WZ5GP1R8WXNI",3084,"30/04/2023",1,1
"1097","Titre G??n??r?? 1097","Podcast","Artiste 74","Album 20","Pop","TRZCYBJTTMCJ",464,"10/12/2023",0,0
"1098","Titre G??n??r?? 1098","Podcast","Artiste 3","Album 24","News","HONV1M8O5S5S",1665,"10/10/2023",1,1
"1099","Titre G??n??r?? 1099","Musique","Artiste 71","Album 13","Tech","RCR0E0OE78CX",1161,"29/01/2023",1,1
"1100","Titre G??n??r?? 1100","Musique","Artiste 22","Album 1","Pop","CSL914DE7MP7",569,"20/06/2023",1,1
"1101","Titre G??n??r?? 1101","Podcast","Artiste 34","Album 14","Rock","WPLGT4LRMSXE",1508,"01/09/2024",1,1
"1102","Titre G??n??r?? 1102","Musique","Artiste 13","Album 21","News","RKLCH5MWD816",2873,"02/03/2024",1,1
"1103","Titre G??n??r?? 1103","Audiobook","Artiste 21","Album 3","News","XHSLIJWDD7B9",2712,"09/09/2024",1,0
"1104","Titre G??n??r?? 1104","Audiobook","Artiste 21","Album 19","Rock","JQYEEIC82UC5",1545,"02/06/2023",0,0
"1105","Titre G??n??r?? 1105","Audiobook","Artiste 50","Album 36","Divers","JX644LJITY56",3009,"02/01/2023",0,0
"1106","Titre G??n??r?? 1106","Audiobook","Artiste 13","Album 42","Tech","KFJSFJFODA72",489,"18/01/2024",0,0
"1107","Titre G??n??r?? 1107","Musique","Artiste 50","Album 46","Rock","LMFWUEG7C2QC",2646,"27/06/2023",1,1
"1108","Titre G??n??r?? 1108","Podcast","Artiste 59","Album 41","Tech","XTLXHHO2IZJ9",2210,"05/07/2023",0,0
"1109","Titre G??n??r?? 1109","Podcast","Artiste 99","Album 1","News","PE14KUVK5505",975,"27/12/2023",0,1
"1110","Titre G??n??r?? 1110","Audiobook","Artiste 12","Album 49","Rock","KZHYB8LC8NK1",2787,"19/08/2024",1,0
"1111","Titre G??n??r?? 1111","Podcast","Artiste 46","Album 25","News","QS7RIO7KDHM0",3574,"04/12/2023",1,1
"1112","Titre G??n??r?? 1112","Podcast","Artiste 62","Album 24","Divers","NLMW0MMVZNLL",2936,"22/05/2023",0,1
"1113","Titre G??n??r?? 1113","Audiobook","Artiste 67","Album 26","News","SFD84AY6H394",3256,"22/03/2023",1,1
"1114","Titre G??n??r?? 1114","Podcast","Artiste 84","Album 31","Tech","IU56OQWN58M4",2995,"20/08/2024",0,1
"1115","Titre G??n??r?? 1115","Audiobook","Artiste 58","Album 5","Tech","TXZVR4851RDZ",1697,"23/04/2024",1,0
"1116","Titre G??n??r?? 1116","Audiobook","Artiste 29","Album 45","Rock","OPBAYBRNON42",2657,"11/03/2024",0,0
"1117","Titre G??n??r?? 1117","Audiobook","Artiste 41","Album 17","News","MHNMXIJR5YXA",663,"24/10/2023",1,1
"1118","Titre G??n??r?? 1118","Musique","Artiste 74","Album 26","Tech","UJ7RDQ2D383F",2112,"03/02/2024",1,0
"1119","Titre G??n??r?? 1119","Musique","Artiste 85","Album 4","Pop","HRYU2WRYDVJP",2804,"25/01/2024",0,1
"1120","Titre G??n??r?? 1120","Musique","Artiste 74","Album 1","Pop","TQ7QITSA9VSH",1578,"05/12/2023",0,1
"1121","Titre G??n??r?? 1121","Musique","Artiste 97","Album 36","News","PQ3VSLALBWIV",1792,"21/07/2023",1,1
"1122","Titre G??n??r?? 1122","Podcast","Artiste 74","Album 8","Rock","UOFSDUJ2J7LM",1360,"03/03/2023",1,1
"1123","Titre G??n??r?? 1123","Musique","Artiste 51","Album 16","Divers","TH5R5LAX8G72",1916,"20/04/2023",1,1
"1124","Titre G??n??r?? 1124","Podcast","Artiste 64","Album 46","Rock","VX7OZEEQS5M9",236,"05/08/2023",0,1
"1125","Titre G??n??r?? 1125","Musique","Artiste 71","Album 37","Tech","IT42D5LUQTV1",1556,"13/01/2024",1,1
"1126","Titre G??n??r?? 1126","Audiobook","Artiste 58","Album 25","Divers","TX7ARBZOVAKS",1453,"28/01/2023",0,0
"1127","Titre G??n??r?? 1127","Musique","Artiste 82","Album 26","News","FHS7O5ZRVLVW",2277,"21/10/2024",1,0
"1128","Titre G??n??r?? 1128","Musique","Artiste 10","Album 37","Rock","LEM4U88HC1GX",3104,"11/07/2023",0,0
"1129","Titre G??n??r?? 1129","Musique","Artiste 20","Album 2","News","XWLH8GVG44FH",3577,"18/04/2023",1,0
"1130","Titre G??n??r?? 1130","Podcast","Artiste 2","Album 35","Pop","FLOQV1CO4WQZ",3442,"20/08/2023",1,1
"1131","Titre G??n??r?? 1131","Podcast","Artiste 50","Album 29","Divers","JRZC6AZEAVH9",2329,"09/05/2024",0,1
"1132","Titre G??n??r?? 1132","Audiobook","Artiste 93","Album 10","Rock","JPF3G55MNE1W",2429,"26/04/2024",0,0
"1133","Titre G??n??r?? 1133","Audiobook","Artiste 65","Album 7","Pop","XVYRM4RU9X0Z",435,"06/01/2023",0,1
"1134","Titre G??n??r?? 1134","Audiobook","Artiste 14","Album 48","Divers","SAAYKVNDCJYT",2748,"03/04/2023",0,1
"1135","Titre G??n??r?? 1135","Audiobook","Artiste 19","Album 47","News","BELRF4QHTD8G",2485,"03/11/2023",0,0
"1136","Titre G??n??r?? 1136","Audiobook","Artiste 59","Album 8","Divers","RSN015YU70JV",1143,"30/01/2024",1,0
"1137","Titre G??n??r?? 1137","Musique","Artiste 3","Album 22","Rock","GWU1Z29GPAYE",3218,"27/02/2024",1,0
"1138","Titre G??n??r?? 1138","Musique","Artiste 55","Album 30","News","EGD4XTLUGJUX",1703,"06/01/2023",0,1
"1139","Titre G??n??r?? 1139","Audiobook","Artiste 93","Album 24","News","LX93MA0M47RB",1108,"16/07/2024",1,0
"1140","Titre G??n??r?? 1140","Audiobook","Artiste 44","Album 44","Tech","PDD6AY2NJ7WR",1653,"29/08/2024",1,1
"1141","Titre G??n??r?? 1141","Podcast","Artiste 38","Album 38","Pop","BJ6RCC36GW2D",287,"29/08/2024",1,1
"1142","Titre G??n??r?? 1142","Audiobook","Artiste 32","Album 37","Pop","NXEK2G3U697Q",2838,"17/02/2023",0,1
"1143","Titre G??n??r?? 1143","Podcast","Artiste 48","Album 18","News","WD1L3UIB6GY1",1109,"19/04/2023",1,0
"1144","Titre G??n??r?? 1144","Audiobook","Artiste 28","Album 30","Tech","QHX8ZACJCBHQ",1669,"24/06/2024",1,1
"1145","Titre G??n??r?? 1145","Audiobook","Artiste 91","Album 44","Rock","XBWHFSULCTI4",2782,"15/07/2023",1,1
"1146","Titre G??n??r?? 1146","Podcast","Artiste 37","Album 8","Tech","EA2M7PM22HDP",1272,"17/12/2023",0,0
"1147","Titre G??n??r?? 1147","Musique","Artiste 78","Album 41","Rock","CWO4LHLV5X0X",3381,"24/10/2024",1,0
"1148","Titre G??n??r?? 1148","Audiobook","Artiste 53","Album 27","Tech","HFAOBJ5U2S6I",837,"01/08/2024",1,1
"1149","Titre G??n??r?? 1149","Podcast","Artiste 67","Album 26","Rock","QRZ0F9U41KJD",81,"28/03/2023",0,0
"1150","Titre G??n??r?? 1150","Podcast","Artiste 83","Album 48","News","HUDDRKOFMEHF",723,"16/01/2024",1,1
"1151","Titre G??n??r?? 1151","Podcast","Artiste 15","Album 40","Rock","CS82X7WLNIER",1703,"14/09/2024",1,0
"1152","Titre G??n??r?? 1152","Musique","Artiste 68","Album 22","Pop","RIJ7412H9TQH",1939,"19/05/2023",1,0
"1153","Titre G??n??r?? 1153","Audiobook","Artiste 28","Album 48","Tech","CC73A7TE8YR5",1743,"09/09/2023",1,0
"1154","Titre G??n??r?? 1154","Audiobook","Artiste 30","Album 28","Pop","AQ36P4ZG5OSA",2799,"08/04/2024",0,1
"1155","Titre G??n??r?? 1155","Podcast","Artiste 36","Album 31","Rock","ZVMQ6AP9H9D1",3266,"12/02/2023",1,1
"1156","Titre G??n??r?? 1156","Musique","Artiste 19","Album 27","Tech","XQPZLV30P6KQ",492,"13/05/2023",1,0
"1157","Titre G??n??r?? 1157","Audiobook","Artiste 80","Album 23","Rock","JJH2RE3ZUOEG",3532,"20/08/2023",0,1
"1158","Titre G??n??r?? 1158","Audiobook","Artiste 73","Album 38","Divers","MHZMGB9TV10L",2025,"31/01/2023",1,1
"1159","Titre G??n??r?? 1159","Musique","Artiste 79","Album 49","Tech","ONHPIWBTWP5E",359,"11/11/2023",1,1
"1160","Titre G??n??r?? 1160","Audiobook","Artiste 76","Album 44","News","LCKEPX4Z4B29",884,"29/06/2023",1,1
"1161","Titre G??n??r?? 1161","Musique","Artiste 32","Album 22","Rock","AK7YITF8SFAH",3194,"23/01/2024",1,0
"1162","Titre G??n??r?? 1162","Podcast","Artiste 61","Album 35","News","FJ35YRD9R97P",654,"18/03/2023",1,1
"1163","Titre G??n??r?? 1163","Audiobook","Artiste 1","Album 32","Tech","JKG0VXJOVBME",2524,"08/01/2024",1,1
"1164","Titre G??n??r?? 1164","Musique","Artiste 59","Album 11","Rock","CQXYJUFSJISS",114,"03/05/2023",1,0
"1165","Titre G??n??r?? 1165","Musique","Artiste 62","Album 41","Divers","BAOGSQNBPS80",2340,"11/02/2024",0,1
"1166","Titre G??n??r?? 1166","Musique","Artiste 90","Album 40","Tech","LIHVH9I05CS8",2144,"21/09/2024",1,1
"1167","Titre G??n??r?? 1167","Podcast","Artiste 60","Album 15","Rock","QRT73AP92GJR",3406,"02/08/2023",1,1
"1168","Titre G??n??r?? 1168","Musique","Artiste 20","Album 23","Divers","CLKAOYW06S4W",2035,"14/03/2024",1,1
"1169","Titre G??n??r?? 1169","Podcast","Artiste 18","Album 8","Tech","TBR3NHSV36UG",254,"02/09/2024",1,0
"1170","Titre G??n??r?? 1170","Podcast","Artiste 72","Album 11","Rock","CV5M35AJHU40",917,"19/06/2023",0,1
"1171","Titre G??n??r?? 1171","Audiobook","Artiste 37","Album 8","News","DTH8OM85CUTO",3598,"12/08/2023",0,1
"1172","Titre G??n??r?? 1172","Musique","Artiste 8","Album 32","Pop","IYVCFW6Z8N4Q",1751,"29/04/2024",1,1
"1173","Titre G??n??r?? 1173","Podcast","Artiste 39","Album 40","Tech","AD8H6BUGBPUA",1113,"20/01/2023",0,1
"1174","Titre G??n??r?? 1174","Podcast","Artiste 65","Album 12","Divers","HIWTJBFGPZ97",768,"20/09/2024",1,1
"1175","Titre G??n??r?? 1175","Musique","Artiste 71","Album 39","News","PBAJO8B4CQNR",2643,"10/05/2024",0,1
"1176","Titre G??n??r?? 1176","Podcast","Artiste 68","Album 47","Divers","ICNILHSJQWB9",2537,"01/01/2024",0,1
"1177","Titre G??n??r?? 1177","Podcast","Artiste 24","Album 47","Divers","BC7FPIRNKJEL",2935,"11/11/2023",0,0
"1178","Titre G??n??r?? 1178","Podcast","Artiste 10","Album 5","Tech","DRE193RAY7FJ",2795,"23/04/2023",0,0
"1179","Titre G??n??r?? 1179","Podcast","Artiste 42","Album 9","Pop","AF4JCLG7MJFP",3230,"03/09/2023",1,0
"1180","Titre G??n??r?? 1180","Musique","Artiste 97","Album 37","News","TE6CPPMFVFDJ",1100,"13/06/2023",1,0
"1181","Titre G??n??r?? 1181","Musique","Artiste 85","Album 13","Divers","QE0UKCVY42OC",2180,"06/09/2023",1,1
"1182","Titre G??n??r?? 1182","Audiobook","Artiste 75","Album 49","Rock","BVRWRE75777T",591,"17/06/2024",0,0
"1183","Titre G??n??r?? 1183","Podcast","Artiste 6","Album 16","Divers","UHRGSWA7ZYPB",2506,"16/01/2023",1,0
"1184","Titre G??n??r?? 1184","Podcast","Artiste 24","Album 49","News","OCSAT6N5EUKP",223,"10/06/2024",1,1
"1185","Titre G??n??r?? 1185","Audiobook","Artiste 4","Album 6","News","JYGW708QZH23",570,"22/03/2023",0,1
"1186","Titre G??n??r?? 1186","Podcast","Artiste 42","Album 30","Rock","TWX1PE5F2W6Y",642,"24/11/2023",1,1
"1187","Titre G??n??r?? 1187","Musique","Artiste 5","Album 2","Divers","RS8JYPBI6A1I",3234,"31/01/2023",1,0
"1188","Titre G??n??r?? 1188","Podcast","Artiste 62","Album 17","Rock","XKP5YQU855F4",510,"07/08/2024",1,1
"1189","Titre G??n??r?? 1189","Podcast","Artiste 24","Album 27","Divers","RFYYYY2H3Z10",1668,"20/05/2024",1,1
"1190","Titre G??n??r?? 1190","Podcast","Artiste 10","Album 39","Pop","WTMA4T8G9BZ0",3005,"21/07/2023",0,1
"1191","Titre G??n??r?? 1191","Podcast","Artiste 76","Album 33","Pop","SX8LVEQKXJUF",3511,"30/04/2023",0,1
"1192","Titre G??n??r?? 1192","Musique","Artiste 19","Album 21","Rock","HBIXA9VTHMN5",3569,"30/01/2023",1,1
"1193","Titre G??n??r?? 1193","Musique","Artiste 36","Album 43","Pop","JBW9H5UUGN3N",2884,"10/05/2023",1,0
"1194","Titre G??n??r?? 1194","Musique","Artiste 12","Album 22","Rock","BKPXLK54J1VD",940,"14/08/2023",0,1
"1195","Titre G??n??r?? 1195","Musique","Artiste 37","Album 38","News","XYGATM555526",2727,"10/02/2024",1,1
"1196","Titre G??n??r?? 1196","Podcast","Artiste 7","Album 19","Pop","FS8PYKFZJQR2",302,"24/09/2024",1,1
"1197","Titre G??n??r?? 1197","Musique","Artiste 87","Album 4","News","SGBAMUBVDUTE",306,"04/01/2023",0,1
"1198","Titre G??n??r?? 1198","Podcast","Artiste 90","Album 14","Rock","JX782P2RG1PC",1141,"28/04/2024",0,1
"1199","Titre G??n??r?? 1199","Podcast","Artiste 56","Album 30","Rock","KGEMQ8XKSW8D",2849,"20/07/2023",1,1
"1200","Titre G??n??r?? 1200","Audiobook","Artiste 38","Album 3","Pop","WA7OJ48LK27X",542,"25/04/2024",1,0
"1201","Titre G??n??r?? 1201","Musique","Artiste 15","Album 40","Divers","QH58BO492DWF",2168,"20/07/2024",0,1
"1202","Titre G??n??r?? 1202","Podcast","Artiste 64","Album 12","Rock","HEIXL8HXFRMK",2431,"30/05/2023",0,0
"1203","Titre G??n??r?? 1203","Audiobook","Artiste 33","Album 47","News","MD15V9VHB7FF",1135,"08/08/2023",1,0
"1204","Titre G??n??r?? 1204","Podcast","Artiste 65","Album 9","News","LTUQL7MA5ZKU",2777,"01/07/2023",0,0
"1205","Titre G??n??r?? 1205","Podcast","Artiste 38","Album 22","Divers","LYCQ3FS6VHY5",366,"07/07/2024",0,0
"1206","Titre G??n??r?? 1206","Podcast","Artiste 65","Album 23","Pop","GLC3HWLPP84Y",2121,"28/12/2023",0,1
"1207","Titre G??n??r?? 1207","Musique","Artiste 63","Album 46","Tech","SPG8SWX4WX6N",2959,"07/07/2024",0,1
"1208","Titre G??n??r?? 1208","Audiobook","Artiste 93","Album 23","News","RY5G0GOAF9J1",902,"01/10/2024",0,0
"1209","Titre G??n??r?? 1209","Podcast","Artiste 30","Album 11","Rock","VTDI05VEGYBV",2061,"18/02/2023",1,1
"1210","Titre G??n??r?? 1210","Musique","Artiste 15","Album 25","Rock","EM55UFO527AO",2558,"08/08/2024",0,1
"1211","Titre G??n??r?? 1211","Musique","Artiste 2","Album 43","Tech","KA5ZCFQA2R8I",2781,"15/09/2023",1,1
"1212","Titre G??n??r?? 1212","Musique","Artiste 8","Album 34","Pop","JE25SMKN3R5H",632,"03/04/2024",0,1
"1213","Titre G??n??r?? 1213","Audiobook","Artiste 91","Album 22","Divers","EYOUKTCWWZTF",709,"20/10/2024",1,0
"1214","Titre G??n??r?? 1214","Podcast","Artiste 72","Album 31","Tech","FXR7EF0OAYLD",3596,"28/08/2023",1,1
"1215","Titre G??n??r?? 1215","Audiobook","Artiste 44","Album 3","News","PK29PROTDTX4",2941,"21/05/2023",0,1
"1216","Titre G??n??r?? 1216","Podcast","Artiste 68","Album 27","Divers","UY9WBRD6DOW9",434,"08/05/2024",1,1
"1217","Titre G??n??r?? 1217","Audiobook","Artiste 45","Album 2","News","GYT35PYC0ISS",1436,"21/08/2023",1,1
"1218","Titre G??n??r?? 1218","Musique","Artiste 45","Album 22","Pop","LP2HJM1HN5DM",2275,"03/09/2023",1,1
"1219","Titre G??n??r?? 1219","Audiobook","Artiste 24","Album 13","Rock","HEYR0I695404",227,"08/03/2023",0,1
"1220","Titre G??n??r?? 1220","Podcast","Artiste 85","Album 29","Divers","WIYNURQ2KV9F",2261,"13/10/2023",1,0
"1221","Titre G??n??r?? 1221","Musique","Artiste 25","Album 37","News","TBLP8ME67JRJ",2061,"11/06/2023",1,0
"1222","Titre G??n??r?? 1222","Audiobook","Artiste 70","Album 41","Tech","KLPRJUK5C0GA",3243,"05/05/2023",1,0
"1223","Titre G??n??r?? 1223","Audiobook","Artiste 37","Album 41","Pop","HNL439KJ4O0I",2512,"18/11/2023",0,0
"1224","Titre G??n??r?? 1224","Audiobook","Artiste 16","Album 43","Tech","QWH3PANJLT67",822,"29/10/2023",1,0
"1225","Titre G??n??r?? 1225","Audiobook","Artiste 28","Album 16","News","NOO1HXLSBDPM",881,"13/08/2023",0,1
"1226","Titre G??n??r?? 1226","Audiobook","Artiste 27","Album 33","News","CTRB3PZEQSXF",2610,"09/01/2024",1,0
"1227","Titre G??n??r?? 1227","Audiobook","Artiste 8","Album 45","Pop","QJ5T5C60OC6S",155,"23/02/2023",1,1
"1681","Titre G??n??r?? 1681","Audiobook","Artiste 87","Album 21","Tech","MZF6IEBHTKPD",2175,"26/01/2023",1,0
"1682","Titre G??n??r?? 1682","Audiobook","Artiste 51","Album 23","Rock","LI62V9PMICOM",2105,"21/05/2024",1,0
"1683","Titre G??n??r?? 1683","Podcast","Artiste 43","Album 25","Divers","ZZOR9EZJSCT6",792,"29/02/2024",1,0
"1684","Titre G??n??r?? 1684","Musique","Artiste 15","Album 41","Pop","TZ3EAOF2GD8Q",1822,"07/04/2023",1,1
"1685","Titre G??n??r?? 1685","Audiobook","Artiste 20","Album 30","News","QNSPYAYUVT28",1508,"08/03/2024",0,0
"1686","Titre G??n??r?? 1686","Audiobook","Artiste 13","Album 41","News","TF9AHTVYS7ZV",2452,"15/03/2024",1,1
"1687","Titre G??n??r?? 1687","Musique","Artiste 7","Album 12","Pop","NNBVZM069TFI",1548,"30/08/2024",1,0
"1688","Titre G??n??r?? 1688","Podcast","Artiste 69","Album 33","News","NYPJFSXOOMF6",2282,"09/04/2023",1,1
"1689","Titre G??n??r?? 1689","Audiobook","Artiste 27","Album 24","News","QIG73YZ0BDGR",130,"17/10/2024",1,1
"1690","Titre G??n??r?? 1690","Musique","Artiste 23","Album 27","News","FLCVY1994FUZ",98,"19/03/2023",1,1
"1691","Titre G??n??r?? 1691","Audiobook","Artiste 69","Album 28","News","EJFPJ44XD5E2",2492,"03/08/2024",1,1
"1692","Titre G??n??r?? 1692","Podcast","Artiste 71","Album 24","Rock","JVZBHFCXM9PH",2182,"13/11/2024",0,1
"1693","Titre G??n??r?? 1693","Podcast","Artiste 49","Album 40","Rock","ERBT9HKDTGTA",1915,"28/01/2024",0,1
"1694","Titre G??n??r?? 1694","Audiobook","Artiste 78","Album 31","Pop","JVEY4RU8BGXK",1388,"22/07/2024",0,1
"1695","Titre G??n??r?? 1695","Musique","Artiste 56","Album 35","Rock","WE75TR4DRZYW",1168,"02/06/2023",0,0
"1696","Titre G??n??r?? 1696","Podcast","Artiste 18","Album 3","Tech","YMX79UXU4SZN",3404,"18/08/2024",0,0
"1697","Titre G??n??r?? 1697","Podcast","Artiste 54","Album 18","Divers","TU4MO7VTZ279",243,"22/03/2024",1,0
"1698","Titre G??n??r?? 1698","Musique","Artiste 15","Album 1","Divers","OC1PU93WRN77",3500,"08/05/2023",0,1
"1699","Titre G??n??r?? 1699","Audiobook","Artiste 81","Album 1","Rock","YD46FHSYZB45",2351,"09/10/2023",1,1
"1700","Titre G??n??r?? 1700","Musique","Artiste 24","Album 27","Tech","WB0Y9EVRGIDX",1006,"02/04/2023",0,1
"1701","Titre G??n??r?? 1701","Podcast","Artiste 83","Album 33","Divers","PF2E1RT1FQ1K",3165,"16/01/2023",0,0
"1702","Titre G??n??r?? 1702","Podcast","Artiste 2","Album 46","Divers","ZEW9G94888GN",1707,"11/03/2024",1,1
"1703","Titre G??n??r?? 1703","Audiobook","Artiste 82","Album 49","News","DXBBJL4S51UK",100,"26/01/2024",0,0
"1704","Titre G??n??r?? 1704","Podcast","Artiste 22","Album 32","Rock","AGPVDUHPU7VO",3350,"24/06/2023",0,1
"1705","Titre G??n??r?? 1705","Audiobook","Artiste 4","Album 3","Tech","HZT8SJPYUG7U",366,"08/05/2024",1,1
"1706","Titre G??n??r?? 1706","Audiobook","Artiste 80","Album 3","Rock","UAG2A03RL5NS",717,"13/11/2023",1,1
"1707","Titre G??n??r?? 1707","Audiobook","Artiste 42","Album 41","Pop","IRKXWF6P18WK",245,"27/12/2023",1,1
"1708","Titre G??n??r?? 1708","Audiobook","Artiste 91","Album 2","Rock","RJQ0WQOW4EP3",1805,"13/03/2024",0,1
"1709","Titre G??n??r?? 1709","Podcast","Artiste 63","Album 38","Rock","GACNNBD6DK7H",2824,"22/01/2024",0,0
"1710","Titre G??n??r?? 1710","Podcast","Artiste 25","Album 41","Pop","VWSJU8AI5FX9",3353,"18/09/2023",0,0
"1711","Titre G??n??r?? 1711","Audiobook","Artiste 10","Album 10","Rock","IWDWXXBXV4RA",1878,"30/01/2024",1,0
"1712","Titre G??n??r?? 1712","Musique","Artiste 62","Album 8","Divers","TIFAX8UGNFIR",466,"25/05/2023",1,1
"1713","Titre G??n??r?? 1713","Audiobook","Artiste 11","Album 24","News","JASN0TD5Z65F",1537,"25/03/2024",1,0
"1714","Titre G??n??r?? 1714","Musique","Artiste 23","Album 18","Tech","IVOZCP2BNDUL",2380,"26/10/2024",0,1
"1715","Titre G??n??r?? 1715","Musique","Artiste 80","Album 23","Divers","LAW22307FBD5",3326,"27/04/2023",1,1
"1716","Titre G??n??r?? 1716","Audiobook","Artiste 86","Album 48","News","FFRN5M7KG16J",916,"27/06/2023",1,0
"1717","Titre G??n??r?? 1717","Audiobook","Artiste 70","Album 11","News","ALGLJJADTGFC",91,"08/06/2023",1,1
