,,,,,,,,
,,,,,,,,
ID_REGION,NOM_REGION,CODE_REGION_ISO3166_2,NOM_PAYS,CODE_PAYS_ISO3166_1,FUSEAU_HORAIRE,CONTINENT,LANGUE_PRINCIPALE,DEVISE_MONETAIRE
896,Region_896,ISO_896,Allemagne,DEU,GMT+9,Asie,Allemand,USD
897,Region_897,ISO_897,Espagne,ESP,GMT+3,Europe,Espagnol,BRL
898,Region_898,ISO_898,??tats-Unis,USA,GMT+11,Am??riques,Anglais,BRL
899,Region_899,ISO_899,Br??sil,BRA,GMT+10,Asie,Portugais,BRL
900,Region_900,ISO_900,France,FRA,GMT+7,Europe,Fran??ais,EUR
901,Region_901,ISO_901,Allemagne,DEU,GMT+7,Am??riques,Allemand,USD
902,Region_902,ISO_902,Espagne,ESP,GMT+8,Asie,Espagnol,BRL
903,Region_903,ISO_903,??tats-Unis,USA,GMT+9,Europe,Anglais,BRL
904,Region_904,ISO_904,Br??sil,BRA,GMT+9,Am??riques,Portugais,BRL
905,Region_905,ISO_905,France,FRA,GMT+6,Asie,Fran??ais,EUR
906,Region_906,ISO_906,Allemagne,DEU,GMT+3,Europe,Allemand,USD
907,Region_907,ISO_907,Espagne,ESP,GMT+2,Am??riques,Espagnol,BRL
908,Region_908,ISO_908,??tats-Unis,USA,GMT+3,Asie,Anglais,BRL
909,Region_909,ISO_909,Br??sil,BRA,GMT+7,Europe,Portugais,BRL
910,Region_910,ISO_910,France,FRA,GMT+11,Am??riques,Fran??ais,EUR
911,Region_911,ISO_911,Allemagne,DEU,GMT+5,Asie,Allemand,USD
912,Region_912,ISO_912,Espagne,ESP,GMT+8,Europe,Espagnol,BRL
913,Region_913,ISO_913,??tats-Unis,USA,GMT+4,Am??riques,Anglais,BRL
914,Region_914,ISO_914,Br??sil,BRA,GMT+10,Asie,Portugais,BRL
915,Region_915,ISO_915,France,FRA,GMT+6,Europe,Fran??ais,EUR
916,Region_916,ISO_916,Allemagne,DEU,GMT+11,Am??riques,Allemand,USD
917,Region_917,ISO_917,Espagne,ESP,GMT+6,Asie,Espagnol,BRL
918,Region_918,ISO_918,??tats-Unis,USA,GMT+5,Europe,Anglais,BRL
919,Region_919,ISO_919,Br??sil,BRA,GMT+6,Am??riques,Portugais,BRL
920,Region_920,ISO_920,France,FRA,GMT+7,Asie,Fran??ais,EUR
921,Region_921,ISO_921,Allemagne,DEU,GMT+5,Europe,Allemand,USD
922,Region_922,ISO_922,Espagne,ESP,GMT+1,Am??riques,Espagnol,BRL
923,Region_923,ISO_923,??tats-Unis,USA,GMT+2,Asie,Anglais,BRL
924,Region_924,ISO_924,Br??sil,BRA,GMT+1,Europe,Portugais,BRL
925,Region_925,ISO_925,France,FRA,GMT+7,Am??riques,Fran??ais,EUR
926,Region_926,ISO_926,Allemagne,DEU,GMT+7,Asie,Allemand,USD
927,Region_927,ISO_927,Espagne,ESP,GMT+9,Europe,Espagnol,BRL
928,Region_928,ISO_928,??tats-Unis,USA,GMT+4,Am??riques,Anglais,BRL
929,Region_929,ISO_929,Br??sil,BRA,GMT+1,Asie,Portugais,BRL
930,Region_930,ISO_930,France,FRA,GMT+2,Europe,Fran??ais,EUR
931,Region_931,ISO_931,Allemagne,DEU,GMT+6,Am??riques,Allemand,USD
932,Region_932,ISO_932,Espagne,ESP,GMT+9,Asie,Espagnol,BRL
933,Region_933,ISO_933,??tats-Unis,USA,GMT+2,Europe,Anglais,BRL
934,Region_934,ISO_934,Br??sil,BRA,GMT+9,Am??riques,Portugais,BRL
935,Region_935,ISO_935,France,FRA,GMT+5,Asie,Fran??ais,EUR
936,Region_936,ISO_936,Allemagne,DEU,GMT+11,Europe,Allemand,USD
937,Region_937,ISO_937,Espagne,ESP,GMT+10,Am??riques,Espagnol,BRL
938,Region_938,ISO_938,??tats-Unis,USA,GMT+11,Asie,Anglais,BRL
939,Region_939,ISO_939,Br??sil,BRA,GMT+8,Europe,Portugais,BRL
940,Region_940,ISO_940,France,FRA,GMT+1,Am??riques,Fran??ais,EUR
941,Region_941,ISO_941,Allemagne,DEU,GMT+7,Asie,Allemand,USD
942,Region_942,ISO_942,Espagne,ESP,GMT+6,Europe,Espagnol,BRL
943,Region_943,ISO_943,??tats-Unis,USA,GMT+7,Am??riques,Anglais,BRL
944,Region_944,ISO_944,Br??sil,BRA,GMT+11,Asie,Portugais,BRL
945,Region_945,ISO_945,France,FRA,GMT+3,Europe,Fran??ais,EUR
946,Region_946,ISO_946,Allemagne,DEU,GMT+8,Am??riques,Allemand,USD
947,Region_947,ISO_947,Espagne,ESP,GMT+4,Asie,Espagnol,BRL
948,Region_948,ISO_948,??tats-Unis,USA,GMT+6,Europe,Anglais,BRL
949,Region_949,ISO_949,Br??sil,BRA,GMT+10,Am??riques,Portugais,BRL
950,Region_950,ISO_950,France,FRA,GMT+10,Asie,Fran??ais,EUR
951,Region_951,ISO_951,Allemagne,DEU,GMT+5,Europe,Allemand,USD
952,Region_952,ISO_952,Espagne,ESP,GMT+8,Am??riques,Espagnol,BRL
953,Region_953,ISO_953,??tats-Unis,USA,GMT+11,Asie,Anglais,BRL
954,Region_954,ISO_954,Br??sil,BRA,GMT+11,Europe,Portugais,BRL
955,Region_955,ISO_955,France,FRA,GMT+8,Am??riques,Fran??ais,EUR
956,Region_956,ISO_956,Allemagne,DEU,GMT+2,Asie,Allemand,USD
957,Region_957,ISO_957,Espagne,ESP,GMT+4,Europe,Espagnol,BRL
958,Region_958,ISO_958,??tats-Unis,USA,GMT+6,Am??riques,Anglais,BRL
959,Region_959,ISO_959,Br??sil,BRA,GMT+2,Asie,Portugais,BRL
960,Region_960,ISO_960,France,FRA,GMT+7,Europe,Fran??ais,EUR
961,Region_961,ISO_961,Allemagne,DEU,GMT+4,Am??riques,Allemand,USD
962,Region_962,ISO_962,Espagne,ESP,GMT+8,Asie,Espagnol,BRL
963,Region_963,ISO_963,??tats-Unis,USA,GMT+11,Europe,Anglais,BRL
964,Region_964,ISO_964,Br??sil,BRA,GMT+9,Am??riques,Portugais,BRL
965,Region_965,ISO_965,France,FRA,GMT+8,Asie,Fran??ais,EUR
966,Region_966,ISO_966,Allemagne,DEU,GMT+9,Europe,Allemand,USD
967,Region_967,ISO_967,Espagne,ESP,GMT+8,Am??riques,Espagnol,BRL
968,Region_968,ISO_968,??tats-Unis,USA,GMT+3,Asie,Anglais,BRL
969,Region_969,ISO_969,Br??sil,BRA,GMT+10,Europe,Portugais,BRL
970,Region_970,ISO_970,France,FRA,GMT+2,Am??riques,Fran??ais,EUR
971,Region_971,ISO_971,Allemagne,DEU,GMT+1,Asie,Allemand,USD
972,Region_972,ISO_972,Espagne,ESP,GMT+2,Europe,Espagnol,BRL
973,Region_973,ISO_973,??tats-Unis,USA,GMT+11,Am??riques,Anglais,BRL
974,Region_974,ISO_974,Br??sil,BRA,GMT+1,Asie,Portugais,BRL
975,Region_975,ISO_975,France,FRA,GMT+7,Europe,Fran??ais,EUR
976,Region_976,ISO_976,Allemagne,DEU,GMT+7,Am??riques,Allemand,USD
977,Region_977,ISO_977,Espagne,ESP,GMT+8,Asie,Espagnol,BRL
978,Region_978,ISO_978,??tats-Unis,USA,GMT+6,Europe,Anglais,BRL
979,Region_979,ISO_979,Br??sil,BRA,GMT+7,Am??riques,Portugais,BRL
980,Region_980,ISO_980,France,FRA,GMT+5,Asie,Fran??ais,EUR
981,Region_981,ISO_981,Allemagne,DEU,GMT+6,Europe,Allemand,USD
982,Region_982,ISO_982,Espagne,ESP,GMT+3,Am??riques,Espagnol,BRL
983,Region_983,ISO_983,??tats-Unis,USA,GMT+11,Asie,Anglais,BRL
984,Region_984,ISO_984,Br??sil,BRA,GMT+1,Europe,Portugais,BRL
985,Region_985,ISO_985,France,FRA,GMT+1,Am??riques,Fran??ais,EUR
986,Region_986,ISO_986,Allemagne,DEU,GMT+2,Asie,Allemand,USD
987,Region_987,ISO_987,Espagne,ESP,GMT+11,Europe,Espagnol,BRL
988,Region_988,ISO_988,??tats-Unis,USA,GMT+6,Am??riques,Anglais,BRL
989,Region_989,ISO_989,Br??sil,BRA,GMT+3,Asie,Portugais,BRL
990,Region_990,ISO_990,France,FRA,GMT+6,Europe,Fran??ais,EUR
991,Region_991,ISO_991,Allemagne,DEU,GMT+7,Am??riques,Allemand,USD
992,Region_992,ISO_992,Espagne,ESP,GMT+3,Asie,Espagnol,BRL
993,Region_993,ISO_993,??tats-Unis,USA,GMT+7,Europe,Anglais,BRL
994,Region_994,ISO_994,Br??sil,BRA,GMT+7,Am??riques,Portugais,BRL
995,Region_995,ISO_995,France,FRA,GMT+9,Asie,Fran??ais,EUR
996,Region_996,ISO_996,Allemagne,DEU,GMT+4,Europe,Allemand,USD
997,Region_997,ISO_997,Espagne,ESP,GMT+4,Am??riques,Espagnol,BRL
998,Region_998,ISO_998,??tats-Unis,USA,GMT+3,Asie,Anglais,BRL
999,Region_999,ISO_999,Br??sil,BRA,GMT+2,Europe,Portugais,BRL
1000,Region_1000,ISO_1000,France,FRA,GMT+1,Am??riques,Fran??ais,EUR
1001,Region_1001,ISO_1001,Allemagne,DEU,GMT+9,Asie,Allemand,USD
1002,Region_1002,ISO_1002,Espagne,ESP,GMT+5,Europe,Espagnol,BRL
1003,Region_1003,ISO_1003,??tats-Unis,USA,GMT+8,Am??riques,Anglais,BRL
1004,Region_1004,ISO_1004,Br??sil,BRA,GMT+9,Asie,Portugais,BRL
1005,Region_1005,ISO_1005,France,FRA,GMT+11,Europe,Fran??ais,EUR
1006,Region_1006,ISO_1006,Allemagne,DEU,GMT+1,Am??riques,Allemand,USD
1007,Region_1007,ISO_1007,Espagne,ESP,GMT+3,Asie,Espagnol,BRL
1008,Region_1008,ISO_1008,??tats-Unis,USA,GMT+8,Europe,Anglais,BRL
1009,Region_1009,ISO_1009,Br??sil,BRA,GMT+5,Am??riques,Portugais,BRL
1010,Region_1010,ISO_1010,France,FRA,GMT+3,Asie,Fran??ais,EUR
1011,Region_1011,ISO_1011,Allemagne,DEU,GMT+7,Europe,Allemand,USD
1012,Region_1012,ISO_1012,Espagne,ESP,GMT+9,Am??riques,Espagnol,BRL
1013,Region_1013,ISO_1013,??tats-Unis,USA,GMT+8,Asie,Anglais,BRL
1014,Region_1014,ISO_1014,Br??sil,BRA,GMT+2,Europe,Portugais,BRL
1015,Region_1015,ISO_1015,France,FRA,GMT+7,Am??riques,Fran??ais,EUR
1016,Region_1016,ISO_1016,Allemagne,DEU,GMT+5,Asie,Allemand,USD
1017,Region_1017,ISO_1017,Espagne,ESP,GMT+10,Europe,Espagnol,BRL
1018,Region_1018,ISO_1018,??tats-Unis,USA,GMT+10,Am??riques,Anglais,BRL
1019,Region_1019,ISO_1019,Br??sil,BRA,GMT+3,Asie,Portugais,BRL
1020,Region_1020,ISO_1020,France,FRA,GMT+11,Europe,Fran??ais,EUR
1021,Region_1021,ISO_1021,Allemagne,DEU,GMT+3,Am??riques,Allemand,USD
1022,Region_1022,ISO_1022,Espagne,ESP,GMT+3,Asie,Espagnol,BRL
1023,Region_1023,ISO_1023,??tats-Unis,USA,GMT+5,Europe,Anglais,BRL
1024,Region_1024,ISO_1024,Br??sil,BRA,GMT+6,Am??riques,Portugais,BRL
1025,Region_1025,ISO_1025,France,FRA,GMT+9,Asie,Fran??ais,EUR
1026,Region_1026,ISO_1026,Allemagne,DEU,GMT+10,Europe,Allemand,USD
1027,Region_1027,ISO_1027,Espagne,ESP,GMT+6,Am??riques,Espagnol,BRL
1028,Region_1028,ISO_1028,??tats-Unis,USA,GMT+3,Asie,Anglais,BRL
1029,Region_1029,ISO_1029,Br??sil,BRA,GMT+4,Europe,Portugais,BRL
1030,Region_1030,ISO_1030,France,FRA,GMT+8,Am??riques,Fran??ais,EUR
1031,Region_1031,ISO_1031,Allemagne,DEU,GMT+8,Asie,Allemand,USD
1032,Region_1032,ISO_1032,Espagne,ESP,GMT+6,Europe,Espagnol,BRL
1033,Region_1033,ISO_1033,??tats-Unis,USA,GMT+10,Am??riques,Anglais,BRL
1034,Region_1034,ISO_1034,Br??sil,BRA,GMT+4,Asie,Portugais,BRL
1035,Region_1035,ISO_1035,France,FRA,GMT+3,Europe,Fran??ais,EUR
1036,Region_1036,ISO_1036,Allemagne,DEU,GMT+6,Am??riques,Allemand,USD
1037,Region_1037,ISO_1037,Espagne,ESP,GMT+3,Asie,Espagnol,BRL
1038,Region_1038,ISO_1038,??tats-Unis,USA,GMT+3,Europe,Anglais,BRL
1039,Region_1039,ISO_1039,Br??sil,BRA,GMT+9,Am??riques,Portugais,BRL
1040,Region_1040,ISO_1040,France,FRA,GMT+6,Asie,Fran??ais,EUR
1041,Region_1041,ISO_1041,Allemagne,DEU,GMT+5,Europe,Allemand,USD
1042,Region_1042,ISO_1042,Espagne,ESP,GMT+7,Am??riques,Espagnol,BRL
1043,Region_1043,ISO_1043,??tats-Unis,USA,GMT+3,Asie,Anglais,BRL
1044,Region_1044,ISO_1044,Br??sil,BRA,GMT+11,Europe,Portugais,BRL
1045,Region_1045,ISO_1045,France,FRA,GMT+7,Am??riques,Fran??ais,EUR
1046,Region_1046,ISO_1046,Allemagne,DEU,GMT+2,Asie,Allemand,USD
1047,Region_1047,ISO_1047,Espagne,ESP,GMT+7,Europe,Espagnol,BRL
1048,Region_1048,ISO_1048,??tats-Unis,USA,GMT+6,Am??riques,Anglais,BRL
1049,Region_1049,ISO_1049,Br??sil,BRA,GMT+5,Asie,Portugais,BRL
1050,Region_1050,ISO_1050,France,FRA,GMT+1,Europe,Fran??ais,EUR
1051,Region_1051,ISO_1051,Allemagne,DEU,GMT+3,Am??riques,Allemand,USD
1052,Region_1052,ISO_1052,Espagne,ESP,GMT+7,Asie,Espagnol,BRL
1053,Region_1053,ISO_1053,??tats-Unis,USA,GMT+6,Europe,Anglais,BRL
1054,Region_1054,ISO_1054,Br??sil,BRA,GMT+7,Am??riques,Portugais,BRL
1055,Region_1055,ISO_1055,France,FRA,GMT+6,Asie,Fran??ais,EUR
1056,Region_1056,ISO_1056,Allemagne,DEU,GMT+7,Europe,Allemand,USD
1057,Region_1057,ISO_1057,Espagne,ESP,GMT+4,Am??riques,Espagnol,BRL
1058,Region_1058,ISO_1058,??tats-Unis,USA,GMT+3,Asie,Anglais,BRL
1059,Region_1059,ISO_1059,Br??sil,BRA,GMT+1,Europe,Portugais,BRL
1060,Region_1060,ISO_1060,France,FRA,GMT+4,Am??riques,Fran??ais,EUR
1061,Region_1061,ISO_1061,Allemagne,DEU,GMT+8,Asie,Allemand,USD
1062,Region_1062,ISO_1062,Espagne,ESP,GMT+11,Europe,Espagnol,BRL
1063,Region_1063,ISO_1063,??tats-Unis,USA,GMT+3,Am??riques,Anglais,BRL
1064,Region_1064,ISO_1064,Br??sil,BRA,GMT+4,Asie,Portugais,BRL
1065,Region_1065,ISO_1065,France,FRA,GMT+6,Europe,Fran??ais,EUR
1066,Region_1066,ISO_1066,Allemagne,DEU,GMT+10,Am??riques,Allemand,USD
1067,Region_1067,ISO_1067,Espagne,ESP,GMT+4,Asie,Espagnol,BRL
1068,Region_1068,ISO_1068,??tats-Unis,USA,GMT+11,Europe,Anglais,BRL
1069,Region_1069,ISO_1069,Br??sil,BRA,GMT+5,Am??riques,Portugais,BRL
1070,Region_1070,ISO_1070,France,FRA,GMT+4,Asie,Fran??ais,EUR
1071,Region_1071,ISO_1071,Allemagne,DEU,GMT+10,Europe,Allemand,USD
1072,Region_1072,ISO_1072,Espagne,ESP,GMT+3,Am??riques,Espagnol,BRL
1073,Region_1073,ISO_1073,??tats-Unis,USA,GMT+5,Asie,Anglais,BRL
1074,Region_1074,ISO_1074,Br??sil,BRA,GMT+6,Europe,Portugais,BRL
1075,Region_1075,ISO_1075,France,FRA,GMT+10,Am??riques,Fran??ais,EUR
1076,Region_1076,ISO_1076,Allemagne,DEU,GMT+10,Asie,Allemand,USD
1077,Region_1077,ISO_1077,Espagne,ESP,GMT+4,Europe,Espagnol,BRL
1078,Region_1078,ISO_1078,??tats-Unis,USA,GMT+1,Am??riques,Anglais,BRL
1079,Region_1079,ISO_1079,Br??sil,BRA,GMT+11,Asie,Portugais,BRL
1080,Region_1080,ISO_1080,France,FRA,GMT+3,Europe,Fran??ais,EUR
1081,Region_1081,ISO_1081,Allemagne,DEU,GMT+10,Am??riques,Allemand,USD
1082,Region_1082,ISO_1082,Espagne,ESP,GMT+9,Asie,Espagnol,BRL
1083,Region_1083,ISO_1083,??tats-Unis,USA,GMT+9,Europe,Anglais,BRL
1084,Region_1084,ISO_1084,Br??sil,BRA,GMT+9,Am??riques,Portugais,BRL
1085,Region_1085,ISO_1085,France,FRA,GMT+3,Asie,Fran??ais,EUR
1086,Region_1086,ISO_1086,Allemagne,DEU,GMT+3,Europe,Allemand,USD
1087,Region_1087,ISO_1087,Espagne,ESP,GMT+1,Am??riques,Espagnol,BRL
1088,Region_1088,ISO_1088,??tats-Unis,USA,GMT+2,Asie,Anglais,BRL
1089,Region_1089,ISO_1089,Br??sil,BRA,GMT+6,Europe,Portugais,BRL
1090,Region_1090,ISO_1090,France,FRA,GMT+4,Am??riques,Fran??ais,EUR
1091,Region_1091,ISO_1091,Allemagne,DEU,GMT+10,Asie,Allemand,USD
1092,Region_1092,ISO_1092,Espagne,ESP,GMT+11,Europe,Espagnol,BRL
1093,Region_1093,ISO_1093,??tats-Unis,USA,GMT+3,Am??riques,Anglais,BRL
1094,Region_1094,ISO_1094,Br??sil,BRA,GMT+11,Asie,Portugais,BRL
1095,Region_1095,ISO_1095,France,FRA,GMT+9,Europe,Fran??ais,EUR
1096,Region_1096,ISO_1096,Allemagne,DEU,GMT+11,Am??riques,Allemand,USD
1097,Region_1097,ISO_1097,Espagne,ESP,GMT+5,Asie,Espagnol,BRL
1098,Region_1098,ISO_1098,??tats-Unis,USA,GMT+7,Europe,Anglais,BRL
1099,Region_1099,ISO_1099,Br??sil,BRA,GMT+10,Am??riques,Portugais,BRL
1100,Region_1100,ISO_1100,France,FRA,GMT+1,Asie,Fran??ais,EUR
1101,Region_1101,ISO_1101,Allemagne,DEU,GMT+6,Europe,Allemand,USD
1102,Region_1102,ISO_1102,Espagne,ESP,GMT+6,Am??riques,Espagnol,BRL
1103,Region_1103,ISO_1103,??tats-Unis,USA,GMT+8,Asie,Anglais,BRL
1104,Region_1104,ISO_1104,Br??sil,BRA,GMT+10,Europe,Portugais,BRL
1105,Region_1105,ISO_1105,France,FRA,GMT+6,Am??riques,Fran??ais,EUR
1106,Region_1106,ISO_1106,Allemagne,DEU,GMT+2,Asie,Allemand,USD
1107,Region_1107,ISO_1107,Espagne,ESP,GMT+5,Europe,Espagnol,BRL
1108,Region_1108,ISO_1108,??tats-Unis,USA,GMT+10,Am??riques,Anglais,BRL
1109,Region_1109,ISO_1109,Br??sil,BRA,GMT+7,Asie,Portugais,BRL
1110,Region_1110,ISO_1110,France,FRA,GMT+6,Europe,Fran??ais,EUR
1111,Region_1111,ISO_1111,Allemagne,DEU,GMT+9,Am??riques,Allemand,USD
1112,Region_1112,ISO_1112,Espagne,ESP,GMT+2,Asie,Espagnol,BRL
1113,Region_1113,ISO_1113,??tats-Unis,USA,GMT+11,Europe,Anglais,BRL
1114,Region_1114,ISO_1114,Br??sil,BRA,GMT+9,Am??riques,Portugais,BRL
1115,Region_1115,ISO_1115,France,FRA,GMT+2,Asie,Fran??ais,EUR
1116,Region_1116,ISO_1116,Allemagne,DEU,GMT+11,Europe,Allemand,USD
1117,Region_1117,ISO_1117,Espagne,ESP,GMT+2,Am??riques,Espagnol,BRL
1118,Region_1118,ISO_1118,??tats-Unis,USA,GMT+4,Asie,Anglais,BRL
1119,Region_1119,ISO_1119,Br??sil,BRA,GMT+5,Europe,Portugais,BRL
1120,Region_1120,ISO_1120,France,FRA,GMT+11,Am??riques,Fran??ais,EUR
1121,Region_1121,ISO_1121,Allemagne,DEU,GMT+2,Asie,Allemand,USD
1122,Region_1122,ISO_1122,Espagne,ESP,GMT+2,Europe,Espagnol,BRL
1123,Region_1123,ISO_1123,??tats-Unis,USA,GMT+10,Am??riques,Anglais,BRL
1124,Region_1124,ISO_1124,Br??sil,BRA,GMT+7,Asie,Portugais,BRL
1125,Region_1125,ISO_1125,France,FRA,GMT+4,Europe,Fran??ais,EUR
1126,Region_1126,ISO_1126,Allemagne,DEU,GMT+7,Am??riques,Allemand,USD
1127,Region_1127,ISO_1127,Espagne,ESP,GMT+2,Asie,Espagnol,BRL
1128,Region_1128,ISO_1128,??tats-Unis,USA,GMT+10,Europe,Anglais,BRL
1129,Region_1129,ISO_1129,Br??sil,BRA,GMT+1,Am??riques,Portugais,BRL
1130,Region_1130,ISO_1130,France,FRA,GMT+9,Asie,Fran??ais,EUR
1131,Region_1131,ISO_1131,Allemagne,DEU,GMT+11,Europe,Allemand,USD
1132,Region_1132,ISO_1132,Espagne,ESP,GMT+10,Am??riques,Espagnol,BRL
1133,Region_1133,ISO_1133,??tats-Unis,USA,GMT+6,Asie,Anglais,BRL
1134,Region_1134,ISO_1134,Br??sil,BRA,GMT+7,Europe,Portugais,BRL
1135,Region_1135,ISO_1135,France,FRA,GMT+1,Am??riques,Fran??ais,EUR
1136,Region_1136,ISO_1136,Allemagne,DEU,GMT+5,Asie,Allemand,USD
1137,Region_1137,ISO_1137,Espagne,ESP,GMT+11,Europe,Espagnol,BRL
1138,Region_1138,ISO_1138,??tats-Unis,USA,GMT+3,Am??riques,Anglais,BRL
1139,Region_1139,ISO_1139,Br??sil,BRA,GMT+7,Asie,Portugais,BRL
1140,Region_1140,ISO_1140,France,FRA,GMT+10,Europe,Fran??ais,EUR
1141,Region_1141,ISO_1141,Allemagne,DEU,GMT+8,Am??riques,Allemand,USD
1142,Region_1142,ISO_1142,Espagne,ESP,GMT+10,Asie,Espagnol,BRL
1143,Region_1143,ISO_1143,??tats-Unis,USA,GMT+4,Europe,Anglais,BRL
1144,Region_1144,ISO_1144,Br??sil,BRA,GMT+5,Am??riques,Portugais,BRL
1145,Region_1145,ISO_1145,France,FRA,GMT+1,Asie,Fran??ais,EUR
1146,Region_1146,ISO_1146,Allemagne,DEU,GMT+11,Europe,Allemand,USD
1147,Region_1147,ISO_1147,Espagne,ESP,GMT+10,Am??riques,Espagnol,BRL
1148,Region_1148,ISO_1148,??tats-Unis,USA,GMT+4,Asie,Anglais,BRL
1149,Region_1149,ISO_1149,Br??sil,BRA,GMT+3,Europe,Portugais,BRL
1150,Region_1150,ISO_1150,France,FRA,GMT+3,Am??riques,Fran??ais,EUR
1151,Region_1151,ISO_1151,Allemagne,DEU,GMT+11,Asie,Allemand,USD
1152,Region_1152,ISO_1152,Espagne,ESP,GMT+7,Europe,Espagnol,BRL
1153,Region_1153,ISO_1153,??tats-Unis,USA,GMT+8,Am??riques,Anglais,BRL
1154,Region_1154,ISO_1154,Br??sil,BRA,GMT+9,Asie,Portugais,BRL
1155,Region_1155,ISO_1155,France,FRA,GMT+7,Europe,Fran??ais,EUR
1156,Region_1156,ISO_1156,Allemagne,DEU,GMT+9,Am??riques,Allemand,USD
1157,Region_1157,ISO_1157,Espagne,ESP,GMT+2,Asie,Espagnol,BRL
1158,Region_1158,ISO_1158,??tats-Unis,USA,GMT+10,Europe,Anglais,BRL
1159,Region_1159,ISO_1159,Br??sil,BRA,GMT+9,Am??riques,Portugais,BRL
1160,Region_1160,ISO_1160,France,FRA,GMT+7,Asie,Fran??ais,EUR
1161,Region_1161,ISO_1161,Allemagne,DEU,GMT+11,Europe,Allemand,USD
1162,Region_1162,ISO_1162,Espagne,ESP,GMT+4,Am??riques,Espagnol,BRL
1163,Region_1163,ISO_1163,??tats-Unis,USA,GMT+8,Asie,Anglais,BRL
1164,Region_1164,ISO_1164,Br??sil,BRA,GMT+2,Europe,Portugais,BRL
1165,Region_1165,ISO_1165,France,FRA,GMT+2,Am??riques,Fran??ais,EUR
1166,Region_1166,ISO_1166,Allemagne,DEU,GMT+10,Asie,Allemand,USD
1785,Region_1785,ISO_1785,France,FRA,GMT+8,Europe,Fran??ais,EUR
1786,Region_1786,ISO_1786,Allemagne,DEU,GMT+4,Am??riques,Allemand,USD
1787,Region_1787,ISO_1787,Espagne,ESP,GMT+10,Asie,Espagnol,BRL
1788,Region_1788,ISO_1788,??tats-Unis,USA,GMT+10,Europe,Anglais,BRL
1789,Region_1789,ISO_1789,Br??sil,BRA,GMT+7,Am??riques,Portugais,BRL
1790,Region_1790,ISO_1790,France,FRA,GMT+1,Asie,Fran??ais,EUR
1791,Region_1791,ISO_1791,Allemagne,DEU,GMT+1,Europe,Allemand,USD
1792,Region_1792,ISO_1792,Espagne,ESP,GMT+6,Am??riques,Espagnol,BRL
1793,Region_1793,ISO_1793,??tats-Unis,USA,GMT+11,Asie,Anglais,BRL
1794,Region_1794,ISO_1794,Br??sil,BRA,GMT+11,Europe,Portugais,BRL
1795,Region_1795,ISO_1795,France,FRA,GMT+1,Am??riques,Fran??ais,EUR
1796,Region_1796,ISO_1796,Allemagne,DEU,GMT+2,Asie,Allemand,USD
1797,Region_1797,ISO_1797,Espagne,ESP,GMT+8,Europe,Espagnol,BRL
1798,Region_1798,ISO_1798,??tats-Unis,USA,GMT+1,Am??riques,Anglais,BRL
1799,Region_1799,ISO_1799,Br??sil,BRA,GMT+9,Asie,Portugais,BRL
1800,Region_1800,ISO_1800,France,FRA,GMT+9,Europe,Fran??ais,EUR
1801,Region_1801,ISO_1801,Allemagne,DEU,GMT+5,Am??riques,Allemand,USD
1802,Region_1802,ISO_1802,Espagne,ESP,GMT+2,Asie,Espagnol,BRL
1803,Region_1803,ISO_1803,??tats-Unis,USA,GMT+6,Europe,Anglais,BRL
1804,Region_1804,ISO_1804,Br??sil,BRA,GMT+9,Am??riques,Portugais,BRL
1805,Region_1805,ISO_1805,France,FRA,GMT+6,Asie,Fran??ais,EUR
1806,Region_1806,ISO_1806,Allemagne,DEU,GMT+3,Europe,Allemand,USD
1807,Region_1807,ISO_1807,Espagne,ESP,GMT+8,Am??riques,Espagnol,BRL
1808,Region_1808,ISO_1808,??tats-Unis,USA,GMT+6,Asie,Anglais,BRL
1809,Region_1809,ISO_1809,Br??sil,BRA,GMT+9,Europe,Portugais,BRL
1810,Region_1810,ISO_1810,France,FRA,GMT+11,Am??riques,Fran??ais,EUR
1811,Region_1811,ISO_1811,Allemagne,DEU,GMT+7,Asie,Allemand,USD
1812,Region_1812,ISO_1812,Espagne,ESP,GMT+9,Europe,Espagnol,BRL
1813,Region_1813,ISO_1813,??tats-Unis,USA,GMT+4,Am??riques,Anglais,BRL
1814,Region_1814,ISO_1814,Br??sil,BRA,GMT+2,Asie,Portugais,BRL
1815,Region_1815,ISO_1815,France,FRA,GMT+11,Europe,Fran??ais,EUR
1816,Region_1816,ISO_1816,Allemagne,DEU,GMT+11,Am??riques,Allemand,USD
1817,Region_1817,ISO_1817,Espagne,ESP,GMT+2,Asie,Espagnol,BRL
1818,Region_1818,ISO_1818,??tats-Unis,USA,GMT+5,Europe,Anglais,BRL
1819,Region_1819,ISO_1819,Br??sil,BRA,GMT+1,Am??riques,Portugais,BRL
1820,Region_1820,ISO_1820,France,FRA,GMT+11,Asie,Fran??ais,EUR
1821,Region_1821,ISO_1821,Allemagne,DEU,GMT+6,Europe,Allemand,USD
1822,Region_1822,ISO_1822,Espagne,ESP,GMT+6,Am??riques,Espagnol,BRL
1823,Region_1823,ISO_1823,??tats-Unis,USA,GMT+8,Asie,Anglais,BRL
1824,Region_1824,ISO_1824,Br??sil,BRA,GMT+6,Europe,Portugais,BRL
1825,Region_1825,ISO_1825,France,FRA,GMT+1,Am??riques,Fran??ais,EUR
1826,Region_1826,ISO_1826,Allemagne,DEU,GMT+1,Asie,Allemand,USD
