,,,,,,,,,,
,,,,,,,,,,
ID_OFFRE,NOM_OFFRE,TYPE_OFFRE,PRIX_MENSUEL_EUR,LIMITE_COMPTES,DUREE_ECOUTE_LIVRE_AUDIO,FLAG_SPOTIFY_KIDS,FLAG_PUBLICITE,FLAG_MUSIQUE_HORS_CONNEXION,FLAG_AUDIO_LOSSLESS,
839,Gratuit,Free,0,1,13,N,O,N,N,
840,Premium Solo,Premium,9,99,1,25,O,N,O,O
841,Premium Duo,Premium,12,99,1,36,N,N,O,N
842,Premium Famille,Premium,15,99,6,44,O,N,O,N
843,Gratuit,Free,0,1,31,N,O,N,N,
844,Premium Solo,Premium,9,99,1,35,O,N,O,N
845,Premium Duo,Premium,12,99,1,19,N,N,O,O
846,Premium Famille,Premium,15,99,6,21,O,N,O,N
847,Gratuit,Free,0,1,30,N,O,N,N,
848,Premium Solo,Premium,9,99,1,46,O,N,O,N
849,Premium Duo,Premium,12,99,1,49,N,N,O,N
850,Premium Famille,Premium,15,99,6,47,O,N,O,O
851,Gratuit,Free,0,1,12,N,O,N,N,
852,Premium Solo,Premium,9,99,1,45,O,N,O,N
853,Premium Duo,Premium,12,99,1,41,N,N,O,N
854,Premium Famille,Premium,15,99,6,32,O,N,O,N
855,Gratuit,Free,0,1,43,N,O,N,O,
856,Premium Solo,Premium,9,99,1,11,O,N,O,N
857,Premium Duo,Premium,12,99,1,22,N,N,O,N
858,Premium Famille,Premium,15,99,6,31,O,N,O,N
859,Gratuit,Free,0,1,19,N,O,N,N,
860,Premium Solo,Premium,9,99,1,20,O,N,O,O
861,Premium Duo,Premium,12,99,1,46,N,N,O,N
862,Premium Famille,Premium,15,99,6,25,O,N,O,N
863,Gratuit,Free,0,1,25,N,O,N,N,
864,Premium Solo,Premium,9,99,1,31,O,N,O,N
865,Premium Duo,Premium,12,99,1,20,N,N,O,O
866,Premium Famille,Premium,15,99,6,26,O,N,O,N
867,Gratuit,Free,0,1,25,N,O,N,N,
868,Premium Solo,Premium,9,99,1,26,O,N,O,N
869,Premium Duo,Premium,12,99,1,40,N,N,O,N
870,Premium Famille,Premium,15,99,6,31,O,N,O,O
871,Gratuit,Free,0,1,46,N,O,N,N,
872,Premium Solo,Premium,9,99,1,47,O,N,O,N
873,Premium Duo,Premium,12,99,1,38,N,N,O,N
874,Premium Famille,Premium,15,99,6,17,O,N,O,N
875,Gratuit,Free,0,1,18,N,O,N,O,
876,Premium Solo,Premium,9,99,1,15,O,N,O,N
877,Premium Duo,Premium,12,99,1,33,N,N,O,N
878,Premium Famille,Premium,15,99,6,41,O,N,O,N
879,Gratuit,Free,0,1,12,N,O,N,N,
880,Premium Solo,Premium,9,99,1,13,O,N,O,O
881,Premium Duo,Premium,12,99,1,34,N,N,O,N
882,Premium Famille,Premium,15,99,6,19,O,N,O,N
883,Gratuit,Free,0,1,31,N,O,N,N,
884,Premium Solo,Premium,9,99,1,37,O,N,O,N
885,Premium Duo,Premium,12,99,1,11,N,N,O,O
886,Premium Famille,Premium,15,99,6,16,O,N,O,N
887,Gratuit,Free,0,1,40,N,O,N,N,
888,Premium Solo,Premium,9,99,1,11,O,N,O,N
889,Premium Duo,Premium,12,99,1,21,N,N,O,N
890,Premium Famille,Premium,15,99,6,15,O,N,O,O
891,Gratuit,Free,0,1,26,N,O,N,N,
892,Premium Solo,Premium,9,99,1,49,O,N,O,N
893,Premium Duo,Premium,12,99,1,30,N,N,O,N
894,Premium Famille,Premium,15,99,6,29,O,N,O,N
895,Gratuit,Free,0,1,46,N,O,N,O,
896,Premium Solo,Premium,9,99,1,47,O,N,O,N
897,Premium Duo,Premium,12,99,1,21,N,N,O,N
898,Premium Famille,Premium,15,99,6,46,O,N,O,N
899,Gratuit,Free,0,1,12,N,O,N,N,
900,Premium Solo,Premium,9,99,1,49,O,N,O,O
901,Premium Duo,Premium,12,99,1,43,N,N,O,N
902,Premium Famille,Premium,15,99,6,26,O,N,O,N
903,Gratuit,Free,0,1,43,N,O,N,N,
904,Premium Solo,Premium,9,99,1,37,O,N,O,N
905,Premium Duo,Premium,12,99,1,15,N,N,O,O
906,Premium Famille,Premium,15,99,6,20,O,N,O,N
907,Gratuit,Free,0,1,11,N,O,N,N,
908,Premium Solo,Premium,9,99,1,25,O,N,O,N
909,Premium Duo,Premium,12,99,1,23,N,N,O,N
910,Premium Famille,Premium,15,99,6,46,O,N,O,O
911,Gratuit,Free,0,1,15,N,O,N,N,
912,Premium Solo,Premium,9,99,1,47,O,N,O,N
913,Premium Duo,Premium,12,99,1,41,N,N,O,N
914,Premium Famille,Premium,15,99,6,41,O,N,O,N
915,Gratuit,Free,0,1,48,N,O,N,O,
916,Premium Solo,Premium,9,99,1,47,O,N,O,N
917,Premium Duo,Premium,12,99,1,31,N,N,O,N
918,Premium Famille,Premium,15,99,6,16,O,N,O,N
919,Gratuit,Free,0,1,32,N,O,N,N,
920,Premium Solo,Premium,9,99,1,31,O,N,O,O
921,Premium Duo,Premium,12,99,1,31,N,N,O,N
922,Premium Famille,Premium,15,99,6,41,O,N,O,N
923,Gratuit,Free,0,1,26,N,O,N,N,
924,Premium Solo,Premium,9,99,1,20,O,N,O,N
925,Premium Duo,Premium,12,99,1,11,N,N,O,O
926,Premium Famille,Premium,15,99,6,43,O,N,O,N
927,Gratuit,Free,0,1,44,N,O,N,N,
928,Premium Solo,Premium,9,99,1,49,O,N,O,N
929,Premium Duo,Premium,12,99,1,14,N,N,O,N
930,Premium Famille,Premium,15,99,6,20,O,N,O,O
931,Gratuit,Free,0,1,15,N,O,N,N,
932,Premium Solo,Premium,9,99,1,27,O,N,O,N
933,Premium Duo,Premium,12,99,1,17,N,N,O,N
934,Premium Famille,Premium,15,99,6,46,O,N,O,N
935,Gratuit,Free,0,1,41,N,O,N,O,
936,Premium Solo,Premium,9,99,1,39,O,N,O,N
937,Premium Duo,Premium,12,99,1,29,N,N,O,N
938,Premium Famille,Premium,15,99,6,33,O,N,O,N
939,Gratuit,Free,0,1,13,N,O,N,N,
940,Premium Solo,Premium,9,99,1,24,O,N,O,O
941,Premium Duo,Premium,12,99,1,12,N,N,O,N
942,Premium Famille,Premium,15,99,6,45,O,N,O,N
943,Gratuit,Free,0,1,49,N,O,N,N,
944,Premium Solo,Premium,9,99,1,12,O,N,O,N
945,Premium Duo,Premium,12,99,1,46,N,N,O,O
946,Premium Famille,Premium,15,99,6,24,O,N,O,N
947,Gratuit,Free,0,1,47,N,O,N,N,
948,Premium Solo,Premium,9,99,1,12,O,N,O,N
949,Premium Duo,Premium,12,99,1,35,N,N,O,N
950,Premium Famille,Premium,15,99,6,29,O,N,O,O
951,Gratuit,Free,0,1,29,N,O,N,N,
952,Premium Solo,Premium,9,99,1,42,O,N,O,N
953,Premium Duo,Premium,12,99,1,38,N,N,O,N
954,Premium Famille,Premium,15,99,6,28,O,N,O,N
955,Gratuit,Free,0,1,20,N,O,N,O,
956,Premium Solo,Premium,9,99,1,44,O,N,O,N
957,Premium Duo,Premium,12,99,1,20,N,N,O,N
958,Premium Famille,Premium,15,99,6,38,O,N,O,N
959,Gratuit,Free,0,1,37,N,O,N,N,
960,Premium Solo,Premium,9,99,1,20,O,N,O,O
961,Premium Duo,Premium,12,99,1,31,N,N,O,N
962,Premium Famille,Premium,15,99,6,16,O,N,O,N
963,Gratuit,Free,0,1,42,N,O,N,N,
964,Premium Solo,Premium,9,99,1,31,O,N,O,N
965,Premium Duo,Premium,12,99,1,42,N,N,O,O
966,Premium Famille,Premium,15,99,6,47,O,N,O,N
967,Gratuit,Free,0,1,37,N,O,N,N,
968,Premium Solo,Premium,9,99,1,20,O,N,O,N
969,Premium Duo,Premium,12,99,1,24,N,N,O,N
970,Premium Famille,Premium,15,99,6,11,O,N,O,O
971,Gratuit,Free,0,1,22,N,O,N,N,
972,Premium Solo,Premium,9,99,1,33,O,N,O,N
973,Premium Duo,Premium,12,99,1,11,N,N,O,N
974,Premium Famille,Premium,15,99,6,32,O,N,O,N
975,Gratuit,Free,0,1,34,N,O,N,O,
976,Premium Solo,Premium,9,99,1,27,O,N,O,N
977,Premium Duo,Premium,12,99,1,16,N,N,O,N
978,Premium Famille,Premium,15,99,6,23,O,N,O,N
979,Gratuit,Free,0,1,23,N,O,N,N,
980,Premium Solo,Premium,9,99,1,36,O,N,O,O
981,Premium Duo,Premium,12,99,1,23,N,N,O,N
982,Premium Famille,Premium,15,99,6,23,O,N,O,N
983,Gratuit,Free,0,1,41,N,O,N,N,
984,Premium Solo,Premium,9,99,1,43,O,N,O,N
985,Premium Duo,Premium,12,99,1,39,N,N,O,O
986,Premium Famille,Premium,15,99,6,25,O,N,O,N
987,Gratuit,Free,0,1,22,N,O,N,N,
988,Premium Solo,Premium,9,99,1,28,O,N,O,N
989,Premium Duo,Premium,12,99,1,34,N,N,O,N
990,Premium Famille,Premium,15,99,6,29,O,N,O,O
991,Gratuit,Free,0,1,10,N,O,N,N,
992,Premium Solo,Premium,9,99,1,10,O,N,O,N
993,Premium Duo,Premium,12,99,1,39,N,N,O,N
994,Premium Famille,Premium,15,99,6,46,O,N,O,N
995,Gratuit,Free,0,1,46,N,O,N,O,
996,Premium Solo,Premium,9,99,1,44,O,N,O,N
997,Premium Duo,Premium,12,99,1,42,N,N,O,N
998,Premium Famille,Premium,15,99,6,36,O,N,O,N
999,Gratuit,Free,0,1,23,N,O,N,N,
1000,Premium Solo,Premium,9,99,1,20,O,N,O,O
1001,Premium Duo,Premium,12,99,1,26,N,N,O,N
1002,Premium Famille,Premium,15,99,6,19,O,N,O,N
1003,Gratuit,Free,0,1,35,N,O,N,N,
1004,Premium Solo,Premium,9,99,1,37,O,N,O,N
1005,Premium Duo,Premium,12,99,1,12,N,N,O,O
1006,Premium Famille,Premium,15,99,6,13,O,N,O,N
1007,Gratuit,Free,0,1,20,N,O,N,N,
1008,Premium Solo,Premium,9,99,1,44,O,N,O,N
1009,Premium Duo,Premium,12,99,1,41,N,N,O,N
1010,Premium Famille,Premium,15,99,6,33,O,N,O,O
1011,Gratuit,Free,0,1,31,N,O,N,N,
1012,Premium Solo,Premium,9,99,1,34,O,N,O,N
1013,Premium Duo,Premium,12,99,1,11,N,N,O,N
1014,Premium Famille,Premium,15,99,6,29,O,N,O,N
1015,Gratuit,Free,0,1,13,N,O,N,O,
1016,Premium Solo,Premium,9,99,1,20,O,N,O,N
1017,Premium Duo,Premium,12,99,1,32,N,N,O,N
1018,Premium Famille,Premium,15,99,6,15,O,N,O,N
1019,Gratuit,Free,0,1,49,N,O,N,N,
1020,Premium Solo,Premium,9,99,1,26,O,N,O,O
1021,Premium Duo,Premium,12,99,1,26,N,N,O,N
1022,Premium Famille,Premium,15,99,6,37,O,N,O,N
1023,Gratuit,Free,0,1,21,N,O,N,N,
1024,Premium Solo,Premium,9,99,1,14,O,N,O,N
1025,Premium Duo,Premium,12,99,1,47,N,N,O,O
1026,Premium Famille,Premium,15,99,6,18,O,N,O,N
1027,Gratuit,Free,0,1,28,N,O,N,N,
1028,Premium Solo,Premium,9,99,1,44,O,N,O,N
1029,Premium Duo,Premium,12,99,1,19,N,N,O,N
1030,Premium Famille,Premium,15,99,6,47,O,N,O,O
1031,Gratuit,Free,0,1,38,N,O,N,N,
1032,Premium Solo,Premium,9,99,1,32,O,N,O,N
1033,Premium Duo,Premium,12,99,1,32,N,N,O,N
1034,Premium Famille,Premium,15,99,6,48,O,N,O,N
1035,Gratuit,Free,0,1,24,N,O,N,O,
1036,Premium Solo,Premium,9,99,1,25,O,N,O,N
1037,Premium Duo,Premium,12,99,1,27,N,N,O,N
1038,Premium Famille,Premium,15,99,6,12,O,N,O,N
1039,Gratuit,Free,0,1,38,N,O,N,N,
1040,Premium Solo,Premium,9,99,1,31,O,N,O,O
1041,Premium Duo,Premium,12,99,1,48,N,N,O,N
1042,Premium Famille,Premium,15,99,6,43,O,N,O,N
1043,Gratuit,Free,0,1,12,N,O,N,N,
1044,Premium Solo,Premium,9,99,1,36,O,N,O,N
1045,Premium Duo,Premium,12,99,1,48,N,N,O,O
1046,Premium Famille,Premium,15,99,6,13,O,N,O,N
1047,Gratuit,Free,0,1,21,N,O,N,N,
1048,Premium Solo,Premium,9,99,1,22,O,N,O,N
1049,Premium Duo,Premium,12,99,1,11,N,N,O,N
1050,Premium Famille,Premium,15,99,6,46,O,N,O,O
1051,Gratuit,Free,0,1,21,N,O,N,N,
1052,Premium Solo,Premium,9,99,1,19,O,N,O,N
1053,Premium Duo,Premium,12,99,1,24,N,N,O,N
1054,Premium Famille,Premium,15,99,6,34,O,N,O,N
1055,Gratuit,Free,0,1,25,N,O,N,O,
1056,Premium Solo,Premium,9,99,1,24,O,N,O,N
1057,Premium Duo,Premium,12,99,1,28,N,N,O,N
1058,Premium Famille,Premium,15,99,6,14,O,N,O,N
1059,Gratuit,Free,0,1,32,N,O,N,N,
1060,Premium Solo,Premium,9,99,1,21,O,N,O,O
1061,Premium Duo,Premium,12,99,1,10,N,N,O,N
1062,Premium Famille,Premium,15,99,6,49,O,N,O,N
1063,Gratuit,Free,0,1,27,N,O,N,N,
1064,Premium Solo,Premium,9,99,1,24,O,N,O,N
1065,Premium Duo,Premium,12,99,1,32,N,N,O,O
1066,Premium Famille,Premium,15,99,6,45,O,N,O,N
1067,Gratuit,Free,0,1,49,N,O,N,N,
1068,Premium Solo,Premium,9,99,1,28,O,N,O,N
1069,Premium Duo,Premium,12,99,1,31,N,N,O,N
1070,Premium Famille,Premium,15,99,6,42,O,N,O,O
1071,Gratuit,Free,0,1,42,N,O,N,N,
1072,Premium Solo,Premium,9,99,1,31,O,N,O,N
1073,Premium Duo,Premium,12,99,1,48,N,N,O,N
1074,Premium Famille,Premium,15,99,6,12,O,N,O,N
1075,Gratuit,Free,0,1,13,N,O,N,O,
1076,Premium Solo,Premium,9,99,1,24,O,N,O,N
1077,Premium Duo,Premium,12,99,1,41,N,N,O,N
1078,Premium Famille,Premium,15,99,6,33,O,N,O,N
1079,Gratuit,Free,0,1,26,N,O,N,N,
1080,Premium Solo,Premium,9,99,1,49,O,N,O,O
1081,Premium Duo,Premium,12,99,1,15,N,N,O,N
1082,Premium Famille,Premium,15,99,6,40,O,N,O,N
1083,Gratuit,Free,0,1,14,N,O,N,N,
1084,Premium Solo,Premium,9,99,1,34,O,N,O,N
1085,Premium Duo,Premium,12,99,1,31,N,N,O,O
1086,Premium Famille,Premium,15,99,6,14,O,N,O,N
1087,Gratuit,Free,0,1,46,N,O,N,N,
1088,Premium Solo,Premium,9,99,1,11,O,N,O,N
1089,Premium Duo,Premium,12,99,1,13,N,N,O,N
1090,Premium Famille,Premium,15,99,6,46,O,N,O,O
1091,Gratuit,Free,0,1,37,N,O,N,N,
1092,Premium Solo,Premium,9,99,1,27,O,N,O,N
1093,Premium Duo,Premium,12,99,1,11,N,N,O,N
1094,Premium Famille,Premium,15,99,6,16,O,N,O,N
1095,Gratuit,Free,0,1,46,N,O,N,O,
1096,Premium Solo,Premium,9,99,1,31,O,N,O,N
1097,Premium Duo,Premium,12,99,1,38,N,N,O,N
1098,Premium Famille,Premium,15,99,6,12,O,N,O,N
1099,Gratuit,Free,0,1,15,N,O,N,N,
1100,Premium Solo,Premium,9,99,1,30,O,N,O,O
1101,Premium Duo,Premium,12,99,1,45,N,N,O,N
1102,Premium Famille,Premium,15,99,6,14,O,N,O,N
1103,Gratuit,Free,0,1,43,N,O,N,N,
1104,Premium Solo,Premium,9,99,1,10,O,N,O,N
1105,Premium Duo,Premium,12,99,1,48,N,N,O,O
1106,Premium Famille,Premium,15,99,6,25,O,N,O,N
1107,Gratuit,Free,0,1,34,N,O,N,N,
1108,Premium Solo,Premium,9,99,1,16,O,N,O,N
1109,Premium Duo,Premium,12,99,1,17,N,N,O,N
1110,Premium Famille,Premium,15,99,6,42,O,N,O,O
1111,Gratuit,Free,0,1,23,N,O,N,N,
1112,Premium Solo,Premium,9,99,1,33,O,N,O,N
1113,Premium Duo,Premium,12,99,1,45,N,N,O,N
1114,Premium Famille,Premium,15,99,6,36,O,N,O,N
1115,Gratuit,Free,0,1,45,N,O,N,O,
1116,Premium Solo,Premium,9,99,1,32,O,N,O,N
1117,Premium Duo,Premium,12,99,1,13,N,N,O,N
1118,Premium Famille,Premium,15,99,6,24,O,N,O,N
1119,Gratuit,Free,0,1,26,N,O,N,N,
1120,Premium Solo,Premium,9,99,1,35,O,N,O,O
1121,Premium Duo,Premium,12,99,1,42,N,N,O,N
1122,Premium Famille,Premium,15,99,6,37,O,N,O,N
1123,Gratuit,Free,0,1,46,N,O,N,N,
1124,Premium Solo,Premium,9,99,1,33,O,N,O,N
1125,Premium Duo,Premium,12,99,1,48,N,N,O,O
1126,Premium Famille,Premium,15,99,6,38,O,N,O,N
1127,Gratuit,Free,0,1,12,N,O,N,N,
1128,Premium Solo,Premium,9,99,1,37,O,N,O,N
1129,Premium Duo,Premium,12,99,1,14,N,N,O,N
1130,Premium Famille,Premium,15,99,6,18,O,N,O,O
1131,Gratuit,Free,0,1,45,N,O,N,N,
1132,Premium Solo,Premium,9,99,1,37,O,N,O,N
1133,Premium Duo,Premium,12,99,1,37,N,N,O,N
1134,Premium Famille,Premium,15,99,6,20,O,N,O,N
1135,Gratuit,Free,0,1,49,N,O,N,O,
1136,Premium Solo,Premium,9,99,1,13,O,N,O,N
1137,Premium Duo,Premium,12,99,1,15,N,N,O,N
1138,Premium Famille,Premium,15,99,6,38,O,N,O,N
1139,Gratuit,Free,0,1,40,N,O,N,N,
1140,Premium Solo,Premium,9,99,1,39,O,N,O,O
1141,Premium Duo,Premium,12,99,1,46,N,N,O,N
1142,Premium Famille,Premium,15,99,6,20,O,N,O,N
1143,Gratuit,Free,0,1,35,N,O,N,N,
1144,Premium Solo,Premium,9,99,1,48,O,N,O,N
1145,Premium Duo,Premium,12,99,1,33,N,N,O,O
1146,Premium Famille,Premium,15,99,6,33,O,N,O,N
1147,Gratuit,Free,0,1,49,N,O,N,N,
1148,Premium Solo,Premium,9,99,1,15,O,N,O,N
1149,Premium Duo,Premium,12,99,1,30,N,N,O,N
1150,Premium Famille,Premium,15,99,6,22,O,N,O,O
1151,Gratuit,Free,0,1,17,N,O,N,N,
1152,Premium Solo,Premium,9,99,1,30,O,N,O,N
1153,Premium Duo,Premium,12,99,1,39,N,N,O,N
1154,Premium Famille,Premium,15,99,6,11,O,N,O,N
1155,Gratuit,Free,0,1,13,N,O,N,O,
1156,Premium Solo,Premium,9,99,1,43,O,N,O,N
1157,Premium Duo,Premium,12,99,1,43,N,N,O,N
1158,Premium Famille,Premium,15,99,6,46,O,N,O,N
1159,Gratuit,Free,0,1,37,N,O,N,N,
1160,Premium Solo,Premium,9,99,1,13,O,N,O,O
1161,Premium Duo,Premium,12,99,1,33,N,N,O,N
1162,Premium Famille,Premium,15,99,6,29,O,N,O,N
1163,Gratuit,Free,0,1,43,N,O,N,N,
1164,Premium Solo,Premium,9,99,1,45,O,N,O,N
1165,Premium Duo,Premium,12,99,1,12,N,N,O,O
1166,Premium Famille,Premium,15,99,6,22,O,N,O,N
1167,Gratuit,Free,0,1,37,N,O,N,N,
1168,Premium Solo,Premium,9,99,1,10,O,N,O,N
1169,Premium Duo,Premium,12,99,1,25,N,N,O,N
1170,Premium Famille,Premium,15,99,6,35,O,N,O,O
1171,Gratuit,Free,0,1,21,N,O,N,N,
1172,Premium Solo,Premium,9,99,1,49,O,N,O,N
1173,Premium Duo,Premium,12,99,1,35,N,N,O,N
1174,Premium Famille,Premium,15,99,6,11,O,N,O,N
1175,Gratuit,Free,0,1,34,N,O,N,O,
1176,Premium Solo,Premium,9,99,1,25,O,N,O,N
1177,Premium Duo,Premium,12,99,1,20,N,N,O,N
1178,Premium Famille,Premium,15,99,6,46,O,N,O,N
1179,Gratuit,Free,0,1,38,N,O,N,N,
1180,Premium Solo,Premium,9,99,1,28,O,N,O,O
1181,Premium Duo,Premium,12,99,1,11,N,N,O,N
1182,Premium Famille,Premium,15,99,6,20,O,N,O,N
1183,Gratuit,Free,0,1,18,N,O,N,N,
1184,Premium Solo,Premium,9,99,1,44,O,N,O,N
1185,Premium Duo,Premium,12,99,1,20,N,N,O,O
1186,Premium Famille,Premium,15,99,6,48,O,N,O,N
1187,Gratuit,Free,0,1,31,N,O,N,N,
1188,Premium Solo,Premium,9,99,1,30,O,N,O,N
1189,Premium Duo,Premium,12,99,1,16,N,N,O,N
1190,Premium Famille,Premium,15,99,6,36,O,N,O,O
1191,Gratuit,Free,0,1,17,N,O,N,N,
1192,Premium Solo,Premium,9,99,1,38,O,N,O,N
1193,Premium Duo,Premium,12,99,1,17,N,N,O,N
1194,Premium Famille,Premium,15,99,6,33,O,N,O,N
1195,Gratuit,Free,0,1,34,N,O,N,O,
1196,Premium Solo,Premium,9,99,1,48,O,N,O,N
1197,Premium Duo,Premium,12,99,1,33,N,N,O,N
1198,Premium Famille,Premium,15,99,6,23,O,N,O,N
1199,Gratuit,Free,0,1,49,N,O,N,N,
1200,Premium Solo,Premium,9,99,1,48,O,N,O,O
1201,Premium Duo,Premium,12,99,1,18,N,N,O,N
1202,Premium Famille,Premium,15,99,6,21,O,N,O,N
1203,Gratuit,Free,0,1,14,N,O,N,N,
1204,Premium Solo,Premium,9,99,1,15,O,N,O,N
1205,Premium Duo,Premium,12,99,1,24,N,N,O,O
1206,Premium Famille,Premium,15,99,6,42,O,N,O,N
1207,Gratuit,Free,0,1,46,N,O,N,N,
1208,Premium Solo,Premium,9,99,1,10,O,N,O,N
1209,Premium Duo,Premium,12,99,1,47,N,N,O,N
1210,Premium Famille,Premium,15,99,6,42,O,N,O,O
1211,Gratuit,Free,0,1,22,N,O,N,N,
1212,Premium Solo,Premium,9,99,1,44,O,N,O,N
1213,Premium Duo,Premium,12,99,1,16,N,N,O,N
1214,Premium Famille,Premium,15,99,6,45,O,N,O,N
1215,Gratuit,Free,0,1,47,N,O,N,O,
1216,Premium Solo,Premium,9,99,1,43,O,N,O,N
1217,Premium Duo,Premium,12,99,1,28,N,N,O,N
1218,Premium Famille,Premium,15,99,6,24,O,N,O,N
1219,Gratuit,Free,0,1,25,N,O,N,N,
1220,Premium Solo,Premium,9,99,1,18,O,N,O,O
1221,Premium Duo,Premium,12,99,1,49,N,N,O,N
1222,Premium Famille,Premium,15,99,6,45,O,N,O,N
1223,Gratuit,Free,0,1,39,N,O,N,N,
1224,Premium Solo,Premium,9,99,1,32,O,N,O,N
1225,Premium Duo,Premium,12,99,1,19,N,N,O,O
1226,Premium Famille,Premium,15,99,6,45,O,N,O,N
1227,Gratuit,Free,0,1,47,N,O,N,N,
1228,Premium Solo,Premium,9,99,1,18,O,N,O,N
1229,Premium Duo,Premium,12,99,1,24,N,N,O,N
1230,Premium Famille,Premium,15,99,6,34,O,N,O,O
1231,Gratuit,Free,0,1,23,N,O,N,N,
1232,Premium Solo,Premium,9,99,1,29,O,N,O,N
1233,Premium Duo,Premium,12,99,1,17,N,N,O,N
1234,Premium Famille,Premium,15,99,6,43,O,N,O,N
1235,Gratuit,Free,0,1,34,N,O,N,O,
1236,Premium Solo,Premium,9,99,1,25,O,N,O,N
1237,Premium Duo,Premium,12,99,1,12,N,N,O,N
1238,Premium Famille,Premium,15,99,6,14,O,N,O,N
1239,Gratuit,Free,0,1,44,N,O,N,N,
1240,Premium Solo,Premium,9,99,1,17,O,N,O,O
1241,Premium Duo,Premium,12,99,1,41,N,N,O,N
1242,Premium Famille,Premium,15,99,6,43,O,N,O,N
1243,Gratuit,Free,0,1,25,N,O,N,N,
1244,Premium Solo,Premium,9,99,1,22,O,N,O,N
1245,Premium Duo,Premium,12,99,1,32,N,N,O,O
1246,Premium Famille,Premium,15,99,6,14,O,N,O,N
1247,Gratuit,Free,0,1,32,N,O,N,N,
1248,Premium Solo,Premium,9,99,1,35,O,N,O,N
1249,Premium Duo,Premium,12,99,1,47,N,N,O,N
1250,Premium Famille,Premium,15,99,6,49,O,N,O,O
1251,Gratuit,Free,0,1,17,N,O,N,N,
1252,Premium Solo,Premium,9,99,1,32,O,N,O,N
1253,Premium Duo,Premium,12,99,1,18,N,N,O,N
1254,Premium Famille,Premium,15,99,6,39,O,N,O,N
1255,Gratuit,Free,0,1,31,N,O,N,O,
1256,Premium Solo,Premium,9,99,1,28,O,N,O,N
1257,Premium Duo,Premium,12,99,1,17,N,N,O,N
1258,Premium Famille,Premium,15,99,6,12,O,N,O,N
1259,Gratuit,Free,0,1,24,N,O,N,N,
1260,Premium Solo,Premium,9,99,1,38,O,N,O,O
1261,Premium Duo,Premium,12,99,1,26,N,N,O,N
1262,Premium Famille,Premium,15,99,6,20,O,N,O,N
1263,Gratuit,Free,0,1,29,N,O,N,N,
1264,Premium Solo,Premium,9,99,1,15,O,N,O,N
1265,Premium Duo,Premium,12,99,1,36,N,N,O,O
1266,Premium Famille,Premium,15,99,6,47,O,N,O,N
1267,Gratuit,Free,0,1,20,N,O,N,N,
1268,Premium Solo,Premium,9,99,1,18,O,N,O,N
1269,Premium Duo,Premium,12,99,1,10,N,N,O,N
1270,Premium Famille,Premium,15,99,6,42,O,N,O,O
1271,Gratuit,Free,0,1,11,N,O,N,N,
1272,Premium Solo,Premium,9,99,1,19,O,N,O,N
1273,Premium Duo,Premium,12,99,1,18,N,N,O,N
1274,Premium Famille,Premium,15,99,6,40,O,N,O,N
1275,Gratuit,Free,0,1,31,N,O,N,O,
1276,Premium Solo,Premium,9,99,1,32,O,N,O,N
1277,Premium Duo,Premium,12,99,1,49,N,N,O,N
1278,Premium Famille,Premium,15,99,6,22,O,N,O,N
1279,Gratuit,Free,0,1,18,N,O,N,N,
1280,Premium Solo,Premium,9,99,1,16,O,N,O,O
1281,Premium Duo,Premium,12,99,1,45,N,N,O,N
1282,Premium Famille,Premium,15,99,6,15,O,N,O,N
1283,Gratuit,Free,0,1,41,N,O,N,N,
1284,Premium Solo,Premium,9,99,1,32,O,N,O,N
1285,Premium Duo,Premium,12,99,1,23,N,N,O,O
1286,Premium Famille,Premium,15,99,6,45,O,N,O,N
1287,Gratuit,Free,0,1,47,N,O,N,N,
1288,Premium Solo,Premium,9,99,1,24,O,N,O,N
1289,Premium Duo,Premium,12,99,1,46,N,N,O,N
1290,Premium Famille,Premium,15,99,6,48,O,N,O,O
1291,Gratuit,Free,0,1,14,N,O,N,N,
1292,Premium Solo,Premium,9,99,1,28,O,N,O,N
1293,Premium Duo,Premium,12,99,1,24,N,N,O,N
1294,Premium Famille,Premium,15,99,6,23,O,N,O,N
1295,Gratuit,Free,0,1,22,N,O,N,O,
1296,Premium Solo,Premium,9,99,1,27,O,N,O,N
1297,Premium Duo,Premium,12,99,1,40,N,N,O,N
1298,Premium Famille,Premium,15,99,6,35,O,N,O,N
1299,Gratuit,Free,0,1,31,N,O,N,N,
1300,Premium Solo,Premium,9,99,1,33,O,N,O,O
1301,Premium Duo,Premium,12,99,1,46,N,N,O,N
1302,Premium Famille,Premium,15,99,6,33,O,N,O,N
1303,Gratuit,Free,0,1,45,N,O,N,N,
1304,Premium Solo,Premium,9,99,1,15,O,N,O,N
1305,Premium Duo,Premium,12,99,1,40,N,N,O,O
1306,Premium Famille,Premium,15,99,6,38,O,N,O,N
1307,Gratuit,Free,0,1,15,N,O,N,N,
1308,Premium Solo,Premium,9,99,1,18,O,N,O,N
1309,Premium Duo,Premium,12,99,1,11,N,N,O,N
1310,Premium Famille,Premium,15,99,6,40,O,N,O,O
1311,Gratuit,Free,0,1,34,N,O,N,N,
1312,Premium Solo,Premium,9,99,1,12,O,N,O,N
1313,Premium Duo,Premium,12,99,1,17,N,N,O,N
1314,Premium Famille,Premium,15,99,6,15,O,N,O,N
1315,Gratuit,Free,0,1,21,N,O,N,O,
1316,Premium Solo,Premium,9,99,1,39,O,N,O,N
