,,,,,,,,,,
,,,,,,,,,,
ID_SEGMENT,NOM_TRANCHE_D_AGE,AGE_MINIMUM,AGE_MAXIMUM,POURCENTAGE_POPULATION,REVENU_MOYEN,GENRE_MUSICAL_FAVORI,APPAREIL_PREFERE,FLAG_UTILISATEURS_MINEURS,,
1705,26-40 Ans,26,40,16,84,66243,83,Rock,Ordinateur,N
1706,41-60 Ans,41,60,25,37,33660,29,Rap,Smart TV,N
1707,Moins de 18 Ans,1,17,17,38,86241,41,Pop,Smartphone,O
1708,18-25 Ans,18,25,14,73,86110,36,Rock,Ordinateur,N
1709,26-40 Ans,26,40,11,6,78830,95,Rap,Smart TV,N
1710,41-60 Ans,41,60,17,85,92225,63,Pop,Smartphone,N
1711,Moins de 18 Ans,1,17,24,76,41711,28,Rock,Ordinateur,O
1712,18-25 Ans,18,25,26,18,94153,84,Rap,Smart TV,N
1713,26-40 Ans,26,40,27,49,35121,17,Pop,Smartphone,N
1714,41-60 Ans,41,60,27,8,67017,26,Rock,Ordinateur,N
1715,Moins de 18 Ans,1,17,16,4,85596,51,Rap,Smart TV,O
1716,18-25 Ans,18,25,29,92,35172,55,Pop,Smartphone,N
1717,26-40 Ans,26,40,10,59,47570,12,Rock,Ordinateur,N
1718,41-60 Ans,41,60,16,63,31491,89,Rap,Smart TV,N
1719,Moins de 18 Ans,1,17,27,66,91267,21,Pop,Smartphone,O
1720,18-25 Ans,18,25,25,57,48909,67,Rock,Ordinateur,N
1721,26-40 Ans,26,40,19,64,69096,53,Rap,Smart TV,N
1722,41-60 Ans,41,60,14,3,72169,74,Pop,Smartphone,N
1723,Moins de 18 Ans,1,17,11,56,21218,52,Rock,Ordinateur,O
1724,18-25 Ans,18,25,13,31,80361,98,Rap,Smart TV,N
1725,26-40 Ans,26,40,29,14,86018,66,Pop,Smartphone,N
1726,41-60 Ans,41,60,16,3,52437,82,Rock,Ordinateur,N
1727,Moins de 18 Ans,1,17,23,28,80960,1,Rap,Smart TV,O
1728,18-25 Ans,18,25,15,57,57564,91,Pop,Smartphone,N
1729,26-40 Ans,26,40,12,46,64307,67,Rock,Ordinateur,N
1730,41-60 Ans,41,60,24,91,23434,56,Rap,Smart TV,N
1731,Moins de 18 Ans,1,17,11,14,57031,53,Pop,Smartphone,O
1732,18-25 Ans,18,25,11,21,49693,64,Rock,Ordinateur,N
1733,26-40 Ans,26,40,28,45,28030,8,Rap,Smart TV,N
1734,41-60 Ans,41,60,16,29,40155,61,Pop,Smartphone,N
1735,Moins de 18 Ans,1,17,24,38,21203,25,Rock,Ordinateur,O
1736,18-25 Ans,18,25,13,76,62814,32,Rap,Smart TV,N
1737,26-40 Ans,26,40,16,98,67509,64,Pop,Smartphone,N
1738,41-60 Ans,41,60,21,1,85281,58,Rock,Ordinateur,N
1739,Moins de 18 Ans,1,17,15,73,97955,3,Rap,Smart TV,O
1740,18-25 Ans,18,25,23,63,86517,87,Pop,Smartphone,N
1741,26-40 Ans,26,40,10,28,32437,44,Rock,Ordinateur,N
1742,41-60 Ans,41,60,29,86,97308,37,Rap,Smart TV,N
1743,Moins de 18 Ans,1,17,21,64,41967,82,Pop,Smartphone,O
1744,18-25 Ans,18,25,23,18,32178,77,Rock,Ordinateur,N
1745,26-40 Ans,26,40,27,97,26163,95,Rap,Smart TV,N
1746,41-60 Ans,41,60,13,73,95219,12,Pop,Smartphone,N
1747,Moins de 18 Ans,1,17,17,7,87114,2,Rock,Ordinateur,O
1748,18-25 Ans,18,25,24,65,52376,58,Rap,Smart TV,N
1749,26-40 Ans,26,40,24,28,61277,58,Pop,Smartphone,N
1750,41-60 Ans,41,60,28,8,83756,52,Rock,Ordinateur,N
1751,Moins de 18 Ans,1,17,10,61,48259,98,Rap,Smart TV,O
1752,18-25 Ans,18,25,15,79,44471,99,Pop,Smartphone,N
1753,26-40 Ans,26,40,18,38,88522,82,Rock,Ordinateur,N
1754,41-60 Ans,41,60,14,43,96058,78,Rap,Smart TV,N
1755,Moins de 18 Ans,1,17,24,73,96786,78,Pop,Smartphone,O
1756,18-25 Ans,18,25,16,2,30972,5,Rock,Ordinateur,N
1757,26-40 Ans,26,40,24,19,79079,98,Rap,Smart TV,N
1758,41-60 Ans,41,60,10,19,71122,47,Pop,Smartphone,N
1759,Moins de 18 Ans,1,17,24,75,77571,95,Rock,Ordinateur,O
1760,18-25 Ans,18,25,20,47,85691,75,Rap,Smart TV,N
1761,26-40 Ans,26,40,13,55,60078,64,Pop,Smartphone,N
1762,41-60 Ans,41,60,13,84,25807,37,Rock,Ordinateur,N
1763,Moins de 18 Ans,1,17,27,8,93623,35,Rap,Smart TV,O
1764,18-25 Ans,18,25,28,8,25054,1,Pop,Smartphone,N
1765,26-40 Ans,26,40,12,2,56720,73,Rock,Ordinateur,N
1766,41-60 Ans,41,60,22,26,45351,58,Rap,Smart TV,N
1767,Moins de 18 Ans,1,17,16,55,97692,14,Pop,Smartphone,O
1768,18-25 Ans,18,25,12,75,54668,14,Rock,Ordinateur,N
1769,26-40 Ans,26,40,10,24,37174,49,Rap,Smart TV,N
1770,41-60 Ans,41,60,28,34,45471,85,Pop,Smartphone,N
683,Moins de 18 Ans,1,17,28,49,64109,17,Rap,Smart TV,O
684,18-25 Ans,18,25,24,34,68256,55,Pop,Smartphone,N
685,26-40 Ans,26,40,18,73,78472,91,Rock,Ordinateur,N
686,41-60 Ans,41,60,15,81,52682,77,Rap,Smart TV,N
687,Moins de 18 Ans,1,17,22,41,65877,95,Pop,Smartphone,O
688,18-25 Ans,18,25,18,58,77411,8,Rock,Ordinateur,N
689,26-40 Ans,26,40,20,38,56852,54,Rap,Smart TV,N
690,41-60 Ans,41,60,10,68,42164,15,Pop,Smartphone,N
691,Moins de 18 Ans,1,17,24,4,37234,31,Rock,Ordinateur,O
692,18-25 Ans,18,25,17,25,95825,98,Rap,Smart TV,N
693,26-40 Ans,26,40,12,48,33365,48,Pop,Smartphone,N
694,41-60 Ans,41,60,21,54,47495,79,Rock,Ordinateur,N
695,Moins de 18 Ans,1,17,16,9,62791,98,Rap,Smart TV,O
696,18-25 Ans,18,25,28,51,74116,75,Pop,Smartphone,N
697,26-40 Ans,26,40,13,31,67313,66,Rock,Ordinateur,N
698,41-60 Ans,41,60,24,3,25760,38,Rap,Smart TV,N
699,Moins de 18 Ans,1,17,23,86,92273,35,Pop,Smartphone,O
700,18-25 Ans,18,25,22,77,88873,31,Rock,Ordinateur,N
701,26-40 Ans,26,40,10,98,40055,3,Rap,Smart TV,N
702,41-60 Ans,41,60,16,65,31606,8,Pop,Smartphone,N
703,Moins de 18 Ans,1,17,16,32,56105,26,Rock,Ordinateur,O
704,18-25 Ans,18,25,27,1,93426,28,Rap,Smart TV,N
705,26-40 Ans,26,40,23,52,85003,82,Pop,Smartphone,N
706,41-60 Ans,41,60,24,18,66245,95,Rock,Ordinateur,N
707,Moins de 18 Ans,1,17,15,1,43495,61,Rap,Smart TV,O
708,18-25 Ans,18,25,20,1,26191,41,Pop,Smartphone,N
709,26-40 Ans,26,40,17,61,34640,99,Rock,Ordinateur,N
710,41-60 Ans,41,60,25,53,41575,72,Rap,Smart TV,N
711,Moins de 18 Ans,1,17,11,73,71397,9,Pop,Smartphone,O
712,18-25 Ans,18,25,15,59,68145,79,Rock,Ordinateur,N
713,26-40 Ans,26,40,16,45,20460,7,Rap,Smart TV,N
714,41-60 Ans,41,60,19,61,45060,24,Pop,Smartphone,N
715,Moins de 18 Ans,1,17,19,54,25387,32,Rock,Ordinateur,O
716,18-25 Ans,18,25,21,57,65438,67,Rap,Smart TV,N
717,26-40 Ans,26,40,24,23,49299,88,Pop,Smartphone,N
718,41-60 Ans,41,60,18,44,21457,18,Rock,Ordinateur,N
719,Moins de 18 Ans,1,17,23,33,37393,31,Rap,Smart TV,O
720,18-25 Ans,18,25,27,31,84021,1,Pop,Smartphone,N
721,26-40 Ans,26,40,29,59,42875,6,Rock,Ordinateur,N
722,41-60 Ans,41,60,28,44,68002,14,Rap,Smart TV,N
723,Moins de 18 Ans,1,17,26,57,54456,Pop,Smartphone,O,
724,18-25 Ans,18,25,25,8,63691,93,Rock,Ordinateur,N
725,26-40 Ans,26,40,25,49,59310,84,Rap,Smart TV,N
726,41-60 Ans,41,60,16,83,82322,18,Pop,Smartphone,N
727,Moins de 18 Ans,1,17,20,92,93459,13,Rock,Ordinateur,O
728,18-25 Ans,18,25,19,25,49716,34,Rap,Smart TV,N
729,26-40 Ans,26,40,15,13,85030,69,Pop,Smartphone,N
730,41-60 Ans,41,60,19,17,83432,24,Rock,Ordinateur,N
731,Moins de 18 Ans,1,17,20,37,54689,71,Rap,Smart TV,O
732,18-25 Ans,18,25,19,72,51002,35,Pop,Smartphone,N
733,26-40 Ans,26,40,13,58,30499,41,Rock,Ordinateur,N
734,41-60 Ans,41,60,21,93,93732,46,Rap,Smart TV,N
735,Moins de 18 Ans,1,17,20,22,49656,6,Pop,Smartphone,O
736,18-25 Ans,18,25,27,55,48826,22,Rock,Ordinateur,N
737,26-40 Ans,26,40,19,38,75841,9,Rap,Smart TV,N
738,41-60 Ans,41,60,27,39,93188,75,Pop,Smartphone,N
739,Moins de 18 Ans,1,17,11,46,22681,47,Rock,Ordinateur,O
740,18-25 Ans,18,25,12,96,27741,23,Rap,Smart TV,N
741,26-40 Ans,26,40,19,94,85779,26,Pop,Smartphone,N
742,41-60 Ans,41,60,11,85,21822,57,Rock,Ordinateur,N
743,Moins de 18 Ans,1,17,29,71,23303,5,Rap,Smart TV,O
744,18-25 Ans,18,25,28,79,97423,22,Pop,Smartphone,N
745,26-40 Ans,26,40,13,58,90436,56,Rock,Ordinateur,N
746,41-60 Ans,41,60,26,22,34832,18,Rap,Smart TV,N
747,Moins de 18 Ans,1,17,23,2,48117,22,Pop,Smartphone,O
748,18-25 Ans,18,25,13,76,32673,1,Rock,Ordinateur,N
749,26-40 Ans,26,40,18,34,61444,88,Rap,Smart TV,N
750,41-60 Ans,41,60,20,43,47176,51,Pop,Smartphone,N
751,Moins de 18 Ans,1,17,26,3,70520,68,Rock,Ordinateur,O
752,18-25 Ans,18,25,28,13,39470,71,Rap,Smart TV,N
753,26-40 Ans,26,40,13,79,36913,97,Pop,Smartphone,N
754,41-60 Ans,41,60,23,88,69525,17,Rock,Ordinateur,N
755,Moins de 18 Ans,1,17,29,4,68856,83,Rap,Smart TV,O
756,18-25 Ans,18,25,19,36,80286,29,Pop,Smartphone,N
757,26-40 Ans,26,40,22,7,64048,75,Rock,Ordinateur,N
758,41-60 Ans,41,60,26,31,60339,5,Rap,Smart TV,N
759,Moins de 18 Ans,1,17,19,5,54019,97,Pop,Smartphone,O
760,18-25 Ans,18,25,17,11,48634,28,Rock,Ordinateur,N
761,26-40 Ans,26,40,10,23,52592,56,Rap,Smart TV,N
762,41-60 Ans,41,60,12,14,32971,94,Pop,Smartphone,N
763,Moins de 18 Ans,1,17,24,44,25235,98,Rock,Ordinateur,O
764,18-25 Ans,18,25,20,37,90890,53,Rap,Smart TV,N
765,26-40 Ans,26,40,14,32,51312,47,Pop,Smartphone,N
766,41-60 Ans,41,60,15,9,89966,52,Rock,Ordinateur,N
767,Moins de 18 Ans,1,17,23,3,24355,89,Rap,Smart TV,O
768,18-25 Ans,18,25,16,8,74923,67,Pop,Smartphone,N
769,26-40 Ans,26,40,10,67,82893,37,Rock,Ordinateur,N
770,41-60 Ans,41,60,22,84,94987,7,Rap,Smart TV,N
771,Moins de 18 Ans,1,17,23,4,52612,6,Pop,Smartphone,O
772,18-25 Ans,18,25,24,43,85140,53,Rock,Ordinateur,N
773,26-40 Ans,26,40,18,62,70144,24,Rap,Smart TV,N
774,41-60 Ans,41,60,23,79,30076,24,Pop,Smartphone,N
775,Moins de 18 Ans,1,17,25,53,63449,4,Rock,Ordinateur,O
776,18-25 Ans,18,25,20,33,54310,46,Rap,Smart TV,N
777,26-40 Ans,26,40,28,51,70299,26,Pop,Smartphone,N
778,41-60 Ans,41,60,20,4,61886,44,Rock,Ordinateur,N
779,Moins de 18 Ans,1,17,23,94,54017,4,Rap,Smart TV,O
780,18-25 Ans,18,25,12,59,52439,53,Pop,Smartphone,N
781,26-40 Ans,26,40,22,6,95876,21,Rock,Ordinateur,N
782,41-60 Ans,41,60,19,87,69342,77,Rap,Smart TV,N
783,Moins de 18 Ans,1,17,23,3,84669,53,Pop,Smartphone,O
784,18-25 Ans,18,25,18,8,73503,19,Rock,Ordinateur,N
785,26-40 Ans,26,40,16,74,56602,57,Rap,Smart TV,N
786,41-60 Ans,41,60,18,83,30153,56,Pop,Smartphone,N
787,Moins de 18 Ans,1,17,26,66,26135,1,Rock,Ordinateur,O
788,18-25 Ans,18,25,13,44,55421,3,Rap,Smart TV,N
789,26-40 Ans,26,40,10,68,83735,88,Pop,Smartphone,N
790,41-60 Ans,41,60,15,76,59911,3,Rock,Ordinateur,N
791,Moins de 18 Ans,1,17,22,17,22806,55,Rap,Smart TV,O
792,18-25 Ans,18,25,16,3,31324,23,Pop,Smartphone,N
793,26-40 Ans,26,40,10,4,80513,73,Rock,Ordinateur,N
794,41-60 Ans,41,60,17,96,48958,83,Rap,Smart TV,N
795,Moins de 18 Ans,1,17,19,59,57573,2,Pop,Smartphone,O
796,18-25 Ans,18,25,11,84,70919,68,Rock,Ordinateur,N
797,26-40 Ans,26,40,24,69,30839,46,Rap,Smart TV,N
798,41-60 Ans,41,60,21,8,45373,8,Pop,Smartphone,N
799,Moins de 18 Ans,1,17,14,32,32919,48,Rock,Ordinateur,O
800,18-25 Ans,18,25,19,66,81427,45,Rap,Smart TV,N
801,26-40 Ans,26,40,11,69,30497,36,Pop,Smartphone,N
802,41-60 Ans,41,60,15,6,68769,78,Rock,Ordinateur,N
803,Moins de 18 Ans,1,17,22,4,75082,13,Rap,Smart TV,O
804,18-25 Ans,18,25,27,43,96774,25,Pop,Smartphone,N
805,26-40 Ans,26,40,18,51,83196,66,Rock,Ordinateur,N
806,41-60 Ans,41,60,10,45,44441,69,Rap,Smart TV,N
807,Moins de 18 Ans,1,17,19,21,55562,25,Pop,Smartphone,O
808,18-25 Ans,18,25,20,94,69838,18,Rock,Ordinateur,N
809,26-40 Ans,26,40,24,1,91344,67,Rap,Smart TV,N
810,41-60 Ans,41,60,29,58,31586,3,Pop,Smartphone,N
811,Moins de 18 Ans,1,17,15,56,62573,17,Rock,Ordinateur,O
812,18-25 Ans,18,25,16,11,25711,71,Rap,Smart TV,N
813,26-40 Ans,26,40,21,86,99655,98,Pop,Smartphone,N
814,41-60 Ans,41,60,18,88,23914,72,Rock,Ordinateur,N
815,Moins de 18 Ans,1,17,14,76,72418,55,Rap,Smart TV,O
816,18-25 Ans,18,25,14,21,29483,63,Pop,Smartphone,N
817,26-40 Ans,26,40,28,56,63278,1,Rock,Ordinateur,N
818,41-60 Ans,41,60,12,17,38269,18,Rap,Smart TV,N
819,Moins de 18 Ans,1,17,24,47,34932,76,Pop,Smartphone,O
820,18-25 Ans,18,25,12,2,55646,89,Rock,Ordinateur,N
821,26-40 Ans,26,40,20,93,53650,45,Rap,Smart TV,N
822,41-60 Ans,41,60,23,35,95197,26,Pop,Smartphone,N
823,Moins de 18 Ans,1,17,28,28,71126,97,Rock,Ordinateur,O
824,18-25 Ans,18,25,15,19,55159,52,Rap,Smart TV,N
825,26-40 Ans,26,40,10,55,62631,45,Pop,Smartphone,N
826,41-60 Ans,41,60,19,24,59524,88,Rock,Ordinateur,N
827,Moins de 18 Ans,1,17,23,87,83066,61,Rap,Smart TV,O
828,18-25 Ans,18,25,26,78,74188,87,Pop,Smartphone,N
829,26-40 Ans,26,40,12,54,75756,46,Rock,Ordinateur,N
830,41-60 Ans,41,60,23,17,88638,75,Rap,Smart TV,N
831,Moins de 18 Ans,1,17,16,88,26580,52,Pop,Smartphone,O
832,18-25 Ans,18,25,11,56,48268,4,Rock,Ordinateur,N
833,26-40 Ans,26,40,16,62,30478,3,Rap,Smart TV,N
834,41-60 Ans,41,60,20,68,34712,65,Pop,Smartphone,N
835,Moins de 18 Ans,1,17,22,62,71862,25,Rock,Ordinateur,O
836,18-25 Ans,18,25,11,37,40100,34,Rap,Smart TV,N
837,26-40 Ans,26,40,16,25,71702,13,Pop,Smartphone,N
838,41-60 Ans,41,60,11,7,35378,19,Rock,Ordinateur,N
839,Moins de 18 Ans,1,17,13,43,65180,75,Rap,Smart TV,O
840,18-25 Ans,18,25,20,22,69626,18,Pop,Smartphone,N
841,26-40 Ans,26,40,20,57,92485,76,Rock,Ordinateur,N
842,41-60 Ans,41,60,20,86,94547,25,Rap,Smart TV,N
843,Moins de 18 Ans,1,17,18,87,23987,92,Pop,Smartphone,O
844,18-25 Ans,18,25,25,92,24386,6,Rock,Ordinateur,N
845,26-40 Ans,26,40,14,76,81365,32,Rap,Smart TV,N
846,41-60 Ans,41,60,11,73,25389,38,Pop,Smartphone,N
847,Moins de 18 Ans,1,17,15,38,34356,37,Rock,Ordinateur,O
848,18-25 Ans,18,25,25,98,90185,7,Rap,Smart TV,N
849,26-40 Ans,26,40,21,3,36111,4,Pop,Smartphone,N
850,41-60 Ans,41,60,12,48,63630,47,Rock,Ordinateur,N
851,Moins de 18 Ans,1,17,15,75,46242,95,Rap,Smart TV,O
852,18-25 Ans,18,25,23,81,47179,26,Pop,Smartphone,N
853,26-40 Ans,26,40,13,58,63742,41,Rock,Ordinateur,N
854,41-60 Ans,41,60,23,73,89192,81,Rap,Smart TV,N
855,Moins de 18 Ans,1,17,17,6,48010,4,Pop,Smartphone,O
856,18-25 Ans,18,25,15,95,72440,78,Rock,Ordinateur,N
857,26-40 Ans,26,40,22,6,36124,1,Rap,Smart TV,N
858,41-60 Ans,41,60,25,8,82985,86,Pop,Smartphone,N
859,Moins de 18 Ans,1,17,12,64,89930,39,Rock,Ordinateur,O
860,18-25 Ans,18,25,18,16,65509,14,Rap,Smart TV,N
861,26-40 Ans,26,40,27,96,69618,8,Pop,Smartphone,N
862,41-60 Ans,41,60,15,3,92008,3,Rock,Ordinateur,N
863,Moins de 18 Ans,1,17,26,55,89400,38,Rap,Smart TV,O
864,18-25 Ans,18,25,12,57,89123,87,Pop,Smartphone,N
865,26-40 Ans,26,40,26,95,36693,21,Rock,Ordinateur,N
866,41-60 Ans,41,60,24,75,56689,38,Rap,Smart TV,N
867,Moins de 18 Ans,1,17,27,86,36131,11,Pop,Smartphone,O
868,18-25 Ans,18,25,29,2,76621,3,Rock,Ordinateur,N
869,26-40 Ans,26,40,19,6,38342,67,Rap,Smart TV,N
870,41-60 Ans,41,60,25,94,83732,54,Pop,Smartphone,N
871,Moins de 18 Ans,1,17,18,27487,56,Rock,Ordinateur,O,
872,18-25 Ans,18,25,24,21,87276,7,Rap,Smart TV,N
873,26-40 Ans,26,40,29,37,90093,94,Pop,Smartphone,N
874,41-60 Ans,41,60,27,9,52081,73,Rock,Ordinateur,N
875,Moins de 18 Ans,1,17,11,7,36570,31,Rap,Smart TV,O
876,18-25 Ans,18,25,18,92,55972,38,Pop,Smartphone,N
877,26-40 Ans,26,40,26,43,50011,94,Rock,Ordinateur,N
878,41-60 Ans,41,60,18,91,29207,86,Rap,Smart TV,N
879,Moins de 18 Ans,1,17,13,91,85545,29,Pop,Smartphone,O
880,18-25 Ans,18,25,14,8,22147,12,Rock,Ordinateur,N
881,26-40 Ans,26,40,25,11,53911,74,Rap,Smart TV,N
882,41-60 Ans,41,60,16,47,39671,7,Pop,Smartphone,N
883,Moins de 18 Ans,1,17,21,4,40620,5,Rock,Ordinateur,O
884,18-25 Ans,18,25,17,27,24470,41,Rap,Smart TV,N
885,26-40 Ans,26,40,18,62,66926,8,Pop,Smartphone,N
886,41-60 Ans,41,60,21,68,62566,77,Rock,Ordinateur,N
887,Moins de 18 Ans,1,17,29,35,29482,41,Rap,Smart TV,O
888,18-25 Ans,18,25,18,2,89333,6,Pop,Smartphone,N
889,26-40 Ans,26,40,19,93,28477,27,Rock,Ordinateur,N
890,41-60 Ans,41,60,16,2,90505,4,Rap,Smart TV,N
891,Moins de 18 Ans,1,17,11,49,65979,63,Pop,Smartphone,O
892,18-25 Ans,18,25,16,27,73543,75,Rock,Ordinateur,N
893,26-40 Ans,26,40,21,68,34647,44,Rap,Smart TV,N
894,41-60 Ans,41,60,21,47,27067,4,Pop,Smartphone,N
895,Moins de 18 Ans,1,17,10,42,33108,6,Rock,Ordinateur,O
896,18-25 Ans,18,25,24,69,36663,81,Rap,Smart TV,N
897,26-40 Ans,26,40,23,6,29622,27,Pop,Smartphone,N
898,41-60 Ans,41,60,10,85,96139,85,Rock,Ordinateur,N
899,Moins de 18 Ans,1,17,17,3,25889,21,Rap,Smart TV,O
900,18-25 Ans,18,25,27,94,51956,22,Pop,Smartphone,N
901,26-40 Ans,26,40,19,26,55093,64,Rock,Ordinateur,N
902,41-60 Ans,41,60,28,66,21704,73,Rap,Smart TV,N
903,Moins de 18 Ans,1,17,16,51,88480,6,Pop,Smartphone,O
904,18-25 Ans,18,25,16,33,45442,96,Rock,Ordinateur,N
905,26-40 Ans,26,40,19,62,79728,8,Rap,Smart TV,N
906,41-60 Ans,41,60,29,93,41614,3,Pop,Smartphone,N
907,Moins de 18 Ans,1,17,17,88,61399,4,Rock,Ordinateur,O
908,18-25 Ans,18,25,23,92,47140,78,Rap,Smart TV,N
909,26-40 Ans,26,40,22,14,91779,45,Pop,Smartphone,N
910,41-60 Ans,41,60,16,68,65817,93,Rock,Ordinateur,N
911,Moins de 18 Ans,1,17,18,43,27829,98,Rap,Smart TV,O
912,18-25 Ans,18,25,15,28,26721,21,Pop,Smartphone,N
913,26-40 Ans,26,40,24,14,70122,2,Rock,Ordinateur,N
914,41-60 Ans,41,60,19,68,45526,2,Rap,Smart TV,N
915,Moins de 18 Ans,1,17,13,84,44532,96,Pop,Smartphone,O
916,18-25 Ans,18,25,15,32,96732,77,Rock,Ordinateur,N
917,26-40 Ans,26,40,20,89,38738,53,Rap,Smart TV,N
918,41-60 Ans,41,60,28,5,52023,42,Pop,Smartphone,N
919,Moins de 18 Ans,1,17,18,61,70401,7,Rock,Ordinateur,O
920,18-25 Ans,18,25,29,75,25194,37,Rap,Smart TV,N
921,26-40 Ans,26,40,28,59,65610,53,Pop,Smartphone,N
922,41-60 Ans,41,60,17,17,53201,34,Rock,Ordinateur,N
923,Moins de 18 Ans,1,17,23,63,54459,4,Rap,Smart TV,O
924,18-25 Ans,18,25,20,95,40813,61,Pop,Smartphone,N
925,26-40 Ans,26,40,10,35,50141,73,Rock,Ordinateur,N
926,41-60 Ans,41,60,20,49,81837,17,Rap,Smart TV,N
927,Moins de 18 Ans,1,17,13,43,32881,33,Pop,Smartphone,O
928,18-25 Ans,18,25,19,67,33568,38,Rock,Ordinateur,N
929,26-40 Ans,26,40,11,3,53355,12,Rap,Smart TV,N
930,41-60 Ans,41,60,16,81,61424,36,Pop,Smartphone,N
931,Moins de 18 Ans,1,17,13,25,66594,73,Rock,Ordinateur,O
932,18-25 Ans,18,25,15,54,22060,13,Rap,Smart TV,N
933,26-40 Ans,26,40,29,62,91923,41,Pop,Smartphone,N
934,41-60 Ans,41,60,23,41,85984,63,Rock,Ordinateur,N
935,Moins de 18 Ans,1,17,12,95,74677,59,Rap,Smart TV,O
936,18-25 Ans,18,25,18,8,62935,44,Pop,Smartphone,N
937,26-40 Ans,26,40,19,35,75419,19,Rock,Ordinateur,N
938,41-60 Ans,41,60,29,75,28237,11,Rap,Smart TV,N
939,Moins de 18 Ans,1,17,20,57,84938,82,Pop,Smartphone,O
940,18-25 Ans,18,25,16,88,77950,8,Rock,Ordinateur,N
941,26-40 Ans,26,40,10,7,20664,41,Rap,Smart TV,N
942,41-60 Ans,41,60,11,84,49090,82,Pop,Smartphone,N
943,Moins de 18 Ans,1,17,19,35,79966,73,Rock,Ordinateur,O
944,18-25 Ans,18,25,12,58,68786,58,Rap,Smart TV,N
945,26-40 Ans,26,40,23,2,39440,9,Pop,Smartphone,N
946,41-60 Ans,41,60,28,36,67472,72,Rock,Ordinateur,N
947,Moins de 18 Ans,1,17,14,25,41162,45,Rap,Smart TV,O
948,18-25 Ans,18,25,11,81,92843,59,Pop,Smartphone,N
949,26-40 Ans,26,40,19,38,22318,53,Rock,Ordinateur,N
950,41-60 Ans,41,60,14,8,86309,12,Rap,Smart TV,N
951,Moins de 18 Ans,1,17,12,28,96139,75,Pop,Smartphone,O
952,18-25 Ans,18,25,25,94,58791,71,Rock,Ordinateur,N
953,26-40 Ans,26,40,11,39,60977,7,Rap,Smart TV,N
954,41-60 Ans,41,60,27,52,76008,22,Pop,Smartphone,N
955,Moins de 18 Ans,1,17,29,46,86212,26,Rock,Ordinateur,O
956,18-25 Ans,18,25,27,88,25479,42,Rap,Smart TV,N
957,26-40 Ans,26,40,18,5,54593,96,Pop,Smartphone,N
958,41-60 Ans,41,60,27,63,70427,32,Rock,Ordinateur,N
959,Moins de 18 Ans,1,17,16,64,52476,89,Rap,Smart TV,O
960,18-25 Ans,18,25,22,71,70561,Pop,Smartphone,N,
961,26-40 Ans,26,40,12,84,67085,25,Rock,Ordinateur,N
962,41-60 Ans,41,60,18,36,48797,55,Rap,Smart TV,N
963,Moins de 18 Ans,1,17,28,96,59589,67,Pop,Smartphone,O
964,18-25 Ans,18,25,18,94,94923,93,Rock,Ordinateur,N
965,26-40 Ans,26,40,24,43,38205,26,Rap,Smart TV,N
966,41-60 Ans,41,60,28,64,71425,66,Pop,Smartphone,N
967,Moins de 18 Ans,1,17,25,27,31283,88,Rock,Ordinateur,O
968,18-25 Ans,18,25,14,19,25824,68,Rap,Smart TV,N
969,26-40 Ans,26,40,20,41,97437,5,Pop,Smartphone,N
970,41-60 Ans,41,60,11,27,55234,45,Rock,Ordinateur,N
971,Moins de 18 Ans,1,17,21,54,21819,63,Rap,Smart TV,O
972,18-25 Ans,18,25,23,57,26113,21,Pop,Smartphone,N
973,26-40 Ans,26,40,23,51,83962,97,Rock,Ordinateur,N
974,41-60 Ans,41,60,14,48,63557,91,Rap,Smart TV,N
975,Moins de 18 Ans,1,17,23,41,78101,23,Pop,Smartphone,O
976,18-25 Ans,18,25,20,85,68898,26,Rock,Ordinateur,N
977,26-40 Ans,26,40,22,35,72643,33,Rap,Smart TV,N
978,41-60 Ans,41,60,13,78,24976,69,Pop,Smartphone,N
979,Moins de 18 Ans,1,17,18,93,39528,9,Rock,Ordinateur,O
980,18-25 Ans,18,25,18,43,83298,66,Rap,Smart TV,N
981,26-40 Ans,26,40,24,8,84620,53,Pop,Smartphone,N
982,41-60 Ans,41,60,16,86,78898,73,Rock,Ordinateur,N
983,Moins de 18 Ans,1,17,29,37,28260,27,Rap,Smart TV,O
984,18-25 Ans,18,25,12,83,95661,4,Pop,Smartphone,N
985,26-40 Ans,26,40,18,1,95614,23,Rock,Ordinateur,N
986,41-60 Ans,41,60,11,42,92740,46,Rap,Smart TV,N
987,Moins de 18 Ans,1,17,18,57,45112,73,Pop,Smartphone,O
988,18-25 Ans,18,25,24,17,85399,18,Rock,Ordinateur,N
989,26-40 Ans,26,40,17,76,71357,4,Rap,Smart TV,N
990,41-60 Ans,41,60,28,9,69479,4,Pop,Smartphone,N
991,Moins de 18 Ans,1,17,14,42,99183,64,Rock,Ordinateur,O
992,18-25 Ans,18,25,20,96,47141,52,Rap,Smart TV,N
993,26-40 Ans,26,40,27,71,29652,91,Pop,Smartphone,N
994,41-60 Ans,41,60,24,1,36808,Rock,Ordinateur,N,
995,Moins de 18 Ans,1,17,17,7,70457,45,Rap,Smart TV,O
996,18-25 Ans,18,25,27,28,40823,83,Pop,Smartphone,N
997,26-40 Ans,26,40,25,51,52532,93,Rock,Ordinateur,N
998,41-60 Ans,41,60,13,53,63675,15,Rap,Smart TV,N
