"ID_UTILISATEUR","DATE_NAISSANCE","PAYS_INSCRIPTION","DATE_INSCRIPTION","ANNEE_INSCRIPTION","MOIS_INSCRIPTION"
"8772","04/04/1999","France","26/02/2025",2020,3
"8773","17/06/1988","France","20/11/2020",2021,8
"8776","29/02/2000","France","12/09/2021",2022,10
"8778","22/06/2005","France","17/02/2024",2020,10
"8782","22/11/2002","France","02/07/2020",2021,11
"8784","30/10/1997","France","18/03/2021",2020,7
"8788","05/10/1991","France","12/07/2020",2022,12
"8789","31/10/1996","France","18/10/2020",2023,7
"8790","06/07/2008","France","09/09/2022",2020,7
"8801","12/01/2005","France","21/05/2020",2021,9
"8803","22/02/1991","France","22/02/2021",2020,4
"8806","31/12/1985","France","21/05/2025",2020,7
"8808","07/10/2009","France","24/07/2020",2022,4
"8810","03/09/1985","France","03/12/2021",2022,3
"8813","15/09/1997","France","23/07/2023",2022,2
"8814","17/04/1999","France","27/02/2022",2020,7
"8815","10/01/2000","France","09/02/2024",2022,3
"8829","09/11/1994","France","21/03/2021",2020,5
"8830","04/09/1989","France","30/03/2025",2020,3
"8831","24/10/1989","France","12/05/2025",2022,5
"8832","22/06/1995","France","07/02/2021",2024,12
"8835","28/12/2005","France","31/08/2020",2025,2
"8846","15/01/2000","France","23/04/2024",2023,8
"8849","07/06/2005","France","27/06/2024",2024,4
"8850","10/10/1986","France","13/09/2020",2020,5
"8858","17/03/1980","France","11/04/2024",2023,2
"8862","14/10/1989","France","10/01/2023",2025,7
"8872","11/12/1986","France","19/11/2024",2024,11
"8873","30/05/1987","France","12/08/2021",2021,5
"8875","14/03/1990","France","30/03/2023",2020,1
"8876","21/03/1985","France","10/04/2023",2025,7
"8879","04/10/1984","France","17/08/2022",2022,9
"8880","31/01/2007","France","28/02/2021",2021,12
"8882","26/10/2004","France","14/03/2021",2020,6
"8886","15/11/1993","France","09/08/2024",2021,12
"8888","01/02/1987","France","27/10/2023",2023,4
"8889","09/01/1986","France","21/09/2023",2022,2
"8892","04/10/1981","France","18/08/2023",2021,11
"8904","01/06/1982","France","17/05/2024",2024,7
"8905","08/08/1997","France","21/06/2020",2021,7
"8906","22/04/1989","France","31/01/2023",2022,9
"8915","05/03/2006","France","09/12/2023",2022,3
"8920","20/11/1997","France","10/12/2021",2020,4
"8929","24/04/2006","France","16/08/2022",2025,1
"8930","22/02/1992","France","09/12/2023",2020,10
"8931","05/05/1989","France","26/04/2025",2020,10
"8932","22/09/1980","France","19/02/2021",2022,1
"8936","14/01/1985","France","26/06/2020",2023,4
"8937","04/06/1996","France","30/03/2025",2024,4
"8940","11/09/1987","France","02/07/2021",2020,1
"8946","30/07/1996","France","16/07/2020",2021,3
"8948","05/04/2003","France","19/10/2021",2024,5
"8963","27/08/2000","France","11/09/2022",2023,9
"8966","17/06/1998","France","15/09/2023",2022,9
"8969","21/02/1982","France","16/10/2022",2021,4
"8984","27/09/1998","France","29/10/2021",2022,5
"8985","24/03/1996","France","26/08/2024",2022,6
"8990","02/05/2008","France","19/11/2023",2022,10
"8991","07/10/1997","France","26/10/2020",2022,5
"8992","24/03/1999","France","08/03/2020",2020,6
"8993","11/08/2001","France","10/10/2024",2024,6
"8997","08/10/1998","France","19/09/2023",2020,4
"8998","26/03/1995","France","24/01/2022",2023,4
"9001","15/07/1997","France","15/01/2021",2022,6
"9006","10/06/1989","France","11/01/2025",2022,2
"9010","01/02/1991","France","23/01/2020",2024,11
"9011","31/12/1994","France","05/04/2025",2022,3
"9016","28/12/2008","France","31/07/2024",2024,4
"9020","18/12/2008","France","28/07/2024",2021,1
"9022","13/04/1984","France","11/04/2020",2021,11
"9024","26/06/1993","France","12/12/2021",2022,3
"9033","14/04/1980","France","04/09/2024",2025,4
"9034","14/11/1994","France","14/05/2023",2021,12
"9035","23/07/1997","France","18/08/2023",2023,2
"9037","17/02/2006","France","19/12/2020",2023,9
"9043","12/04/1987","France","15/02/2024",2022,5
"9054","03/05/1993","France","16/04/2021",2024,10
"9055","19/06/1993","France","15/08/2022",2021,6
"9059","01/09/1997","France","16/06/2021",2022,11
"9075","15/01/1997","France","26/02/2020",2022,8
"9079","06/01/1980","France","26/09/2020",2024,8
"9091","17/08/1993","France","14/03/2024",2021,7
"9098","12/10/1999","France","16/10/2020",2024,2
"9099","21/07/2001","France","22/06/2025",2022,5
"9100","30/12/1994","France","14/01/2024",2020,2
"9101","10/12/1988","France","02/01/2021",2022,6
"9102","19/05/2009","France","16/02/2024",2020,7
"9105","18/05/1987","France","12/03/2025",2022,9
"9106","26/04/1996","France","14/06/2025",2020,7
"9109","11/10/2002","France","05/05/2023",2022,9
"9113","07/08/1998","France","18/03/2020",2024,1
"9115","04/02/1989","France","21/07/2022",2020,11
"9124","22/09/1989","France","05/02/2025",2022,5
"9132","07/12/1990","France","16/07/2021",2022,4
"9137","31/12/1997","France","26/11/2022",2023,3
"9142","15/11/1995","France","05/01/2023",2021,3
"9151","27/04/1981","France","02/12/2021",2024,4
"9153","29/09/1995","France","06/08/2022",2023,3
"9156","05/05/1980","France","04/09/2022",2024,5
"9159","25/09/1995","France","25/11/2023",2023,4
"9161","01/05/1981","France","22/10/2023",2021,5
"9162","31/05/1989","France","18/03/2022",2021,9
"9163","17/12/1993","France","06/09/2020",2025,2
"9167","08/12/1980","France","01/03/2023",2023,1
"9169","12/02/2001","France","12/10/2020",2020,6
"9173","01/10/1980","France","30/09/2022",2024,5
"9176","02/10/2004","France","22/04/2024",2020,8
"9181","13/01/2003","France","30/12/2020",2021,1
"9187","09/04/1982","France","10/10/2024",2021,3
"9190","15/07/1999","France","11/11/2023",2020,3
"9194","19/09/1991","France","27/05/2022",2021,5
"9199","10/01/2001","France","02/11/2024",2020,2
"9209","22/11/1997","France","27/03/2025",2021,3
"9211","28/08/2001","France","22/12/2022",2020,7
"9213","01/09/2008","France","10/05/2025",2020,9
"9217","16/04/1998","France","02/11/2022",2024,3
"9220","06/03/2007","France","24/12/2022",2024,1
"9228","15/07/1998","France","02/08/2021",2024,9
"9233","14/01/2009","France","18/07/2022",2021,5
"9234","26/07/1995","France","24/04/2020",2024,8
"9236","25/02/1994","France","05/01/2020",2020,6
"9238","19/12/2008","France","11/01/2023",2024,1
"9239","16/07/1981","France","16/02/2022",2021,5
"9240","27/03/1981","France","03/10/2020",2025,11
"9242","01/02/1987","France","27/02/2021",2022,1
"9244","25/01/1996","France","04/10/2023",2024,5
"9249","16/01/2001","France","14/06/2020",2025,7
"9251","20/05/1983","France","19/02/2022",2020,9
"9252","09/11/1990","France","02/07/2022",2023,4
"9259","09/01/1987","France","08/12/2020",2024,3
"9263","26/08/2004","France","15/03/2021",2022,4
"9266","23/08/1981","France","19/07/2023",2022,12
"9267","08/04/1989","France","10/02/2020",2024,10
"9269","03/01/1995","France","19/04/2024",2023,12
"9271","26/03/1990","France","10/02/2020",2024,4
"9276","02/06/1987","France","05/07/2021",2024,12
"9280","07/07/2003","France","21/01/2022",2023,9
"9285","27/04/1993","France","25/07/2020",2020,1
"9287","15/11/2007","France","02/10/2024",2021,10
"9296","10/10/1983","France","11/07/2024",2023,4
"9301","12/12/2006","France","12/08/2020",2020,7
"9304","03/08/1989","France","01/09/2023",2021,7
"9305","29/03/1981","France","12/01/2024",2021,9
"9307","02/09/1990","France","12/05/2020",2024,10
"9316","18/02/1997","France","04/07/2023",2020,10
"9336","12/11/1982","France","22/08/2024",2022,8
"9340","04/01/1997","France","23/09/2022",2022,6
"9346","09/03/2007","France","24/03/2020",2025,1
"9354","11/08/1997","France","22/02/2025",2024,3
"9362","09/05/2007","France","14/02/2020",2022,7
"9364","15/09/1997","France","11/04/2021",2020,2
"9366","19/01/1985","France","06/09/2020",2024,8
"9370","25/12/2001","France","15/06/2022",2024,12
"9376","12/10/1981","France","16/02/2024",2022,5
"9377","12/02/1990","France","30/12/2023",2020,9
"9380","21/02/2008","France","04/09/2020",2021,12
"9383","30/09/1990","France","16/08/2020",2022,1
"9392","09/06/1998","France","28/05/2023",2022,5
"9394","10/11/2000","France","23/01/2024",2024,8
"9395","15/08/1987","France","15/03/2025",2022,11
"9396","12/10/1996","France","06/02/2025",2020,5
"9398","03/10/1985","France","19/07/2023",2021,10
"9399","22/05/1987","France","04/08/2021",2022,6
"9401","28/07/1983","France","18/11/2021",2023,7
"9404","12/02/2000","France","11/04/2020",2020,10
"9407","20/10/2004","France","25/01/2020",2022,4
"9411","07/11/1990","France","18/09/2024",2020,5
"9419","26/06/1988","France","24/01/2023",2022,10
"9424","13/05/1992","France","06/04/2025",2024,9
"9433","23/05/1981","France","26/11/2022",2021,11
"9435","02/12/2003","France","01/12/2024",2025,9
"9436","04/11/1998","France","15/12/2020",2021,2
"9437","11/01/1991","France","16/12/2024",2024,5
"9443","01/09/2005","France","14/11/2022",2022,8
"9448","09/06/2006","France","06/11/2021",2020,10
"9463","30/04/2001","France","09/06/2021",2024,6
"9468","26/08/2004","France","09/04/2024",2022,1
"9473","29/06/1981","France","08/09/2022",2020,8
"9476","11/12/1980","France","20/08/2022",2021,10
"9477","13/11/1989","France","22/03/2022",2021,11
"9479","20/10/1983","France","05/02/2020",2020,12
"9482","23/11/1995","France","27/04/2024",2022,7
"9487","14/11/1984","France","05/01/2025",2021,3
"9489","15/02/1981","France","10/09/2020",2021,12
"9492","20/06/2006","France","03/09/2022",2025,9
"9493","29/04/2000","France","05/12/2024",2022,3
"9504","13/12/1987","France","23/11/2024",2022,1
"9507","27/10/1981","France","06/09/2023",2020,5
"9508","11/12/2004","France","19/12/2024",2020,11
"9519","12/09/1995","France","24/06/2022",2021,3
"9520","01/07/2001","France","01/08/2024",2020,6
"9521","03/08/1989","France","24/05/2023",2022,6
"9523","02/09/2006","France","25/10/2024",2020,5
"9524","16/03/1988","France","22/10/2023",2023,9
"9531","07/07/1986","France","25/12/2020",2021,2
"9542","06/03/1985","France","08/08/2020",2020,7
"9548","02/10/1987","France","15/01/2021",2023,9
"9549","06/03/2000","France","03/07/2023",2020,5
"9550","19/06/1983","France","14/08/2022",2020,11
"9556","15/05/1983","France","24/04/2025",2022,7
"9559","20/07/1996","France","08/12/2022",2023,4
"9562","18/07/1991","France","04/05/2024",2024,3
"9563","23/01/1990","France","27/10/2020",2025,10
"9565","08/05/1997","France","31/01/2021",2025,8
"9570","26/09/1992","France","12/07/2020",2022,7
"9572","23/02/1986","France","31/12/2020",2022,8
"9573","27/05/2003","France","20/02/2021",2021,3
"9584","15/10/1993","France","14/07/2024",2020,10
"9586","30/12/2002","France","01/10/2023",2020,7
"9589","04/06/2008","France","19/05/2020",2023,9
"9590","29/05/1999","France","23/06/2024",2022,9
"9591","09/12/1987","France","17/05/2024",2021,7
"9594","20/01/1994","France","15/08/2023",2022,7
"9595","16/07/2000","France","27/04/2025",2020,6
"9604","25/04/1999","France","12/09/2021",2020,7
"9612","03/02/1998","France","21/04/2022",2025,8
"9626","19/02/2007","France","04/12/2023",2022,5
"9639","04/05/1993","France","12/02/2021",2020,7
"9641","20/09/1999","France","13/11/2020",2024,2
"9642","26/08/1987","France","25/01/2021",2022,7
"9645","22/12/1999","France","09/10/2022",2023,7
"9646","12/11/1985","France","12/04/2024",2021,5
"9647","23/04/1985","France","04/10/2023",2024,8
"9649","08/06/2002","France","07/01/2022",2020,10
"9651","28/01/1981","France","30/03/2020",2024,12
"9655","21/09/1988","France","31/10/2024",2021,1
"9656","05/11/1990","France","05/02/2022",2020,9
"9659","08/03/1983","France","09/05/2025",2023,3
"9661","12/06/1985","France","31/12/2023",2023,6
"9663","22/11/1984","France","04/10/2023",2023,10
"9668","26/01/1997","France","15/12/2021",2022,1
"9670","04/02/1993","France","09/08/2024",2022,10
"9672","06/06/1980","France","04/12/2022",2024,5
"9673","11/04/1990","France","27/03/2023",2023,1
"9680","22/04/1992","France","08/11/2022",2023,4
"9681","15/01/1989","France","21/01/2024",2024,2
"9683","14/01/1988","France","15/10/2020",2024,12
"9684","06/02/1999","France","21/04/2025",2022,4
"9690","02/01/1996","France","11/03/2023",2020,9
"9691","05/10/1985","France","24/12/2024",2024,6
"9693","16/07/1996","France","29/01/2020",2024,6
"9694","13/07/1989","France","26/04/2023",2021,2
"9699","16/02/1992","France","11/01/2023",2024,10
"9702","27/09/1995","France","21/07/2024",2025,11
"9704","06/09/1981","France","17/02/2025",2022,7
"9707","02/11/1994","France","08/01/2025",2020,4
"9708","02/12/1987","France","10/10/2023",2021,9
"9710","12/06/1992","France","02/10/2023",2024,1
"9719","01/04/1988","France","19/03/2021",2021,4
"9723","17/03/2004","France","23/06/2021",2023,1
"9728","14/10/2003","France","27/07/2021",2021,12
"9736","26/03/2007","France","26/02/2025",2023,11
"9743","07/07/1992","France","17/10/2020",2020,5
"9744","30/07/1981","France","17/08/2024",2023,1
"9753","30/10/2001","France","16/10/2024",2021,9
"9758","07/11/1998","France","26/08/2020",2020,6
"9761","28/12/1996","France","05/08/2022",2021,11
"9765","19/01/1995","France","29/01/2023",2020,4
"9768","04/02/1998","France","28/08/2024",2020,12
"9770","25/03/1992","France","12/02/2024",2024,6
"9774","24/12/2002","France","06/03/2025",2023,6
"9777","24/12/1987","France","18/12/2021",2025,2
"9780","07/05/2008","France","23/08/2024",2024,9
"9789","09/04/1991","France","07/02/2024",2020,1
"9791","30/12/1997","France","02/06/2024",2022,3
"9793","10/08/1984","France","27/02/2020",2020,5
"9794","21/06/1983","France","24/06/2020",2020,8
"9799","25/03/1994","France","25/08/2020",2020,6
"9806","02/03/1980","France","19/01/2021",2020,4
"9807","05/07/2005","France","08/05/2025",2020,1
"9811","03/09/2005","France","06/08/2021",2022,10
"9817","16/09/2003","France","15/07/2021",2021,3
"9819","08/04/1997","France","10/11/2022",2021,7
"9825","27/11/1983","France","15/01/2022",2022,2
"9829","28/01/1999","France","17/12/2023",2024,4
"9832","08/11/1981","France","22/09/2022",2020,4
"9846","03/09/2002","France","11/04/2024",2022,12
"9848","12/05/1995","France","31/12/2023",2021,3
"9849","19/12/1989","France","30/12/2021",2025,8
"9855","29/11/1996","France","09/10/2023",2020,11
"9865","07/05/1999","France","31/01/2024",2025,2
"9867","04/12/1981","France","23/04/2023",2025,4
"9871","25/01/1986","France","03/04/2024",2023,4
"9874","04/01/1981","France","28/09/2022",2025,11
"9884","03/07/2004","France","18/04/2020",2025,9
"9886","03/01/1983","France","21/07/2022",2024,2
"9888","18/08/2008","France","30/12/2022",2025,1
"9893","04/07/1997","France","27/06/2021",2025,11
"9896","30/03/1992","France","07/02/2020",2020,6
"9903","18/12/1994","France","10/05/2023",2023,8
"9904","17/03/1999","France","01/09/2020",2022,10
"9907","13/05/1996","France","19/10/2023",2022,4
"9908","30/09/1989","France","14/01/2024",2020,7
"9915","17/04/2002","France","01/08/2022",2020,1
"9916","07/06/2003","France","29/06/2021",2022,4
"9918","04/02/1988","France","09/12/2022",2025,3
"9921","14/03/1998","France","07/03/2020",2024,1
"9924","17/02/2008","France","18/04/2022",2021,1
"9925","13/09/2005","France","10/05/2020",2025,5
"9930","01/11/2009","France","06/04/2024",2024,8
"9933","31/01/1999","France","04/05/2023",2020,12
"9934","14/01/1989","France","05/07/2022",2022,4
"9936","14/04/1998","France","07/07/2021",2023,6
"9937","17/02/2001","France","12/03/2021",2024,1
"9955","04/04/2005","France","21/12/2022",2020,5
"9957","30/11/1989","France","19/03/2022",2023,7
"9958","22/06/2002","France","23/08/2022",2021,9
"9965","24/06/1989","France","23/03/2023",2024,6
"9971","14/03/1992","France","08/12/2023",2020,11
"9981","08/05/1991","France","10/05/2023",2025,11
"9985","01/08/1989","France","13/03/2024",2020,12
"9988","21/05/2009","France","26/12/2022",2024,12
"9990","16/05/1995","France","12/12/2020",2024,5
"9991","27/09/1988","France","02/08/2021",2021,3
"9995","03/05/1981","France","14/05/2022",2023,3
"10001","02/12/1998","France","17/05/2021",2021,9
"10010","11/09/1996","France","14/02/2020",2021,7
"10012","15/11/1995","France","02/10/2020",2020,12
"10027","03/12/1994","France","02/04/2023",2020,12
"10038","20/02/1992","France","16/03/2021",2022,5
"10039","11/09/1984","France","28/09/2022",2020,6
"10050","12/03/1991","France","14/07/2024",2021,2
"10054","07/12/1985","France","26/02/2021",2023,7
"10061","06/06/1999","France","16/05/2021",2021,7
"10069","05/09/1998","France","20/09/2021",2020,3
"10074","02/10/2003","France","25/12/2023",2021,10
"10076","29/04/1995","France","11/06/2021",2022,3
"10083","17/03/1981","France","05/02/2024",2023,3
"10088","23/02/1996","France","18/03/2022",2021,3
"10091","28/06/1988","France","10/10/2024",2022,7
"10103","26/03/1990","France","18/05/2023",2025,4
"10106","24/02/1983","France","22/07/2021",2023,2
"10110","30/05/1987","France","14/04/2025",2024,3
"10116","17/08/1997","France","05/01/2024",2020,6
"10118","12/10/2002","France","06/03/2021",2025,7
"10121","08/03/1998","France","30/03/2022",2023,2
"10122","05/03/1986","France","16/11/2024",2021,9
"10129","17/06/2006","France","23/09/2023",2021,3
"10131","13/06/2006","France","17/04/2023",2022,7
"10132","13/12/1981","France","01/10/2020",2024,10
"10142","21/08/2003","France","24/10/2024",2024,10
"10151","20/05/2005","France","04/01/2023",2025,11
"10153","18/08/1981","France","13/05/2022",2020,5
"10165","23/02/1983","France","11/04/2023",2025,1
"10171","07/12/1988","France","15/12/2020",2020,6
"10172","20/03/2009","France","23/02/2025",2022,7
"10173","13/08/2005","France","02/09/2021",2020,6
"10179","06/03/2005","France","17/05/2022",2023,6
"10189","18/09/1983","France","13/04/2024",2022,5
"10195","29/01/1987","France","03/11/2022",2025,5
"10198","09/10/1994","France","04/04/2024",2022,1
"10203","09/10/1988","France","16/02/2021",2021,1
"10205","06/12/2009","France","14/08/2023",2021,12
"10206","27/07/1996","France","12/02/2022",2023,3
"10210","03/02/1999","France","01/01/2024",2020,7
"10212","23/02/1980","France","15/01/2023",2024,8
"10214","03/08/2007","France","25/10/2023",2022,10
"10215","30/11/2001","France","02/07/2023",2020,4
"10223","23/08/2008","France","20/06/2022",2020,3
"10230","15/12/1993","France","19/11/2021",2020,12
"10232","09/01/1989","France","05/03/2021",2023,10
"10237","20/12/2005","France","11/07/2024",2022,4
"10244","16/02/1980","France","11/08/2024",2024,8
"10252","07/09/2008","France","27/05/2025",2021,7
"10254","08/12/2005","France","04/10/2021",2021,11
"10255","01/05/2002","France","18/08/2022",2021,1
"10257","21/10/1997","France","19/01/2021",2023,5
"10261","24/06/2007","France","04/02/2023",2022,2
"10262","10/04/1997","France","09/03/2021",2022,2
"10266","08/02/1986","France","20/05/2025",2023,3
"10273","20/03/1998","France","23/04/2025",2024,9
"10276","03/10/1982","France","28/09/2020",2024,7
"10277","19/02/2006","France","07/11/2023",2020,11
"10281","01/10/1993","France","30/10/2022",2024,4
"10283","16/02/1980","France","10/01/2024",2020,3
"10284","20/12/2002","France","02/06/2022",2022,12
"10286","07/07/1987","France","31/03/2022",2022,1
"10288","06/11/2007","France","27/10/2022",2023,4
"10290","14/04/2005","France","09/08/2022",2021,3
"10294","30/08/1985","France","28/01/2025",2023,3
"10295","14/08/1985","France","09/01/2025",2022,4
"10296","30/10/2008","France","14/04/2025",2023,12
"10298","06/01/2002","France","18/04/2022",2025,9
"10301","13/04/2006","France","30/12/2022",2021,2
"10303","02/08/1985","France","22/08/2021",2020,1
"10307","12/09/1984","France","05/12/2020",2021,5
"10308","22/05/2005","France","22/07/2021",2020,5
"10310","19/11/1997","France","12/08/2022",2024,8
"10312","19/02/1997","France","11/06/2025",2024,2
"10316","19/07/1990","France","28/04/2022",2021,3
"10317","30/09/2000","France","04/02/2025",2021,7
"10327","23/05/1994","France","27/03/2024",2022,5
"10330","26/05/1987","France","04/05/2023",2023,2
"10333","16/04/2000","France","18/06/2025",2024,6
"10335","16/12/1999","France","17/01/2024",2020,12
"10338","06/10/2007","France","12/02/2022",2023,11
"10342","28/07/2006","France","19/05/2022",2021,1
"10344","13/03/1988","France","10/02/2020",2021,5
"10345","07/05/2002","France","25/03/2020",2021,6
"10348","11/07/2005","France","25/04/2025",2020,5
"10352","18/05/1988","France","08/04/2022",2020,9
"10356","31/10/1999","France","07/03/2023",2020,3
"10358","16/12/2006","France","31/05/2025",2021,2
"10365","17/03/1988","France","06/05/2022",2021,8
"10371","14/05/2004","France","15/10/2023",2020,10
"10378","20/06/1993","France","06/10/2023",2023,5
"10383","06/01/2006","France","06/09/2024",2021,11
"10387","08/06/1984","France","05/12/2023",2022,5
"10391","17/11/2007","France","08/05/2025",2022,1
"10392","08/10/2009","France","10/03/2020",2022,8
"10398","14/09/2006","France","22/08/2024",2022,12
"10406","04/01/2007","France","23/10/2024",2021,8
"10408","26/12/2006","France","01/03/2022",2022,12
"10424","13/04/1991","France","17/09/2020",2021,7
"10425","14/05/1985","France","02/06/2021",2022,9
"10426","09/09/1987","France","27/10/2022",2025,3
"10429","10/01/2009","France","12/11/2020",2021,10
"10430","04/01/2005","France","12/03/2024",2022,11
"10433","09/06/1990","France","23/12/2024",2020,2
"10434","25/07/1990","France","10/02/2020",2023,6
"10435","05/09/1980","France","23/11/2021",2022,3
"10436","12/01/2006","France","15/06/2021",2021,5
"10437","11/02/2009","France","01/09/2020",2024,1
"10441","01/02/1983","France","13/08/2024",2024,11
"10447","09/05/1986","France","13/08/2021",2020,5
"10455","14/05/1984","France","21/03/2023",2022,12
"10458","20/03/1993","France","19/09/2020",2022,6
"10462","31/08/1996","France","29/09/2023",2020,1
"10464","21/07/1984","France","17/05/2020",2022,11
"10466","28/08/2007","France","27/10/2024",2023,9
"10467","11/12/1985","France","17/12/2022",2020,4
"10479","03/07/2009","France","13/02/2024",2022,9
"10480","31/07/2009","France","08/06/2022",2025,3
"10484","19/10/2005","France","28/02/2021",2024,5
"10489","25/08/1980","France","22/05/2021",2022,4
"10490","26/07/1980","France","01/12/2024",2023,1
"10495","08/02/2003","France","31/10/2021",2020,10
"10504","30/06/2003","France","14/02/2023",2021,4
"10506","13/01/2004","France","18/08/2020",2021,5
"10507","01/01/1990","France","18/10/2023",2021,6
"10508","18/12/1985","France","13/03/2022",2021,5
"10509","10/08/1988","France","16/11/2022",2021,6
"10511","04/04/1988","France","11/10/2021",2024,4
"10513","03/10/2001","France","30/12/2022",2021,10
"10516","04/04/1992","France","28/04/2023",2023,9
"10521","20/07/1991","France","11/01/2020",2022,2
"10528","29/06/1982","France","03/02/2024",2024,12
"10529","22/04/2003","France","07/08/2020",2023,2
"10536","28/01/1992","France","29/01/2022",2022,1
"10538","12/03/1992","France","06/11/2022",2025,12
"10544","28/11/2005","France","16/06/2025",2023,4
"10547","15/07/2009","France","14/07/2020",2021,5
"10548","14/08/1990","France","23/07/2022",2024,8
"10551","08/12/1980","France","16/02/2024",2023,10
"10554","02/02/2007","France","22/07/2021",2024,7
"10555","06/07/1990","France","29/06/2021",2020,5
"10557","02/05/2001","France","28/03/2022",2021,10
"10560","21/02/2002","France","16/05/2023",2022,6
"10570","09/04/1991","France","15/03/2021",2020,9
"10578","13/06/1999","France","28/10/2023",2021,4
"10580","21/11/1992","France","06/07/2021",2021,9
"10581","12/07/1984","France","08/05/2024",2024,8
"10582","14/08/2007","France","14/06/2024",2025,5
"10586","06/03/2001","France","14/11/2024",2021,4
"10589","16/10/1998","France","03/03/2020",2022,9
"10599","05/01/1986","France","22/03/2020",2021,2
"10603","06/12/2004","France","23/03/2021",2022,1
"10605","15/12/1983","France","12/05/2023",2025,8
"10609","07/10/1990","France","07/04/2020",2021,12
"10612","21/07/1999","France","20/09/2022",2023,10
"10616","09/06/1994","France","26/02/2020",2021,2
"10624","23/10/1996","France","24/01/2021",2022,9
"10629","26/03/1989","France","14/03/2022",2020,1
"10630","03/02/1996","France","29/04/2025",2022,3
"10644","01/01/1983","France","25/01/2020",2020,2
"10646","19/05/2008","France","03/02/2024",2023,4
"10650","26/12/1998","France","21/06/2020",2023,12
"10653","29/01/1995","France","21/02/2021",2022,6
"10654","29/04/1983","France","26/01/2023",2022,11
"10655","28/10/1990","France","21/12/2021",2025,7
"10659","03/08/2003","France","28/01/2023",2023,12
"10663","26/09/2007","France","22/01/2020",2020,1
"10668","26/04/2009","France","04/04/2024",2024,6
"10674","28/03/1981","France","05/07/2020",2024,7
"10681","23/07/1982","France","05/09/2022",2025,3
"10684","10/01/2006","France","29/09/2021",2020,8
"10687","26/07/2005","France","21/06/2023",2025,8
"10688","28/03/2008","France","14/05/2025",2022,12
"10690","22/09/1993","France","02/07/2022",2023,2
"10693","20/12/2005","France","06/12/2020",2024,3
"10695","27/02/2003","France","16/12/2020",2020,3
"10696","22/03/1990","France","24/12/2022",2023,8
"10705","13/06/1992","France","29/08/2022",2023,3
"10708","11/06/1981","France","30/12/2023",2021,2
"10709","08/10/1985","France","27/06/2024",2021,9
"10713","19/04/1984","France","01/12/2022",2023,4
"10721","02/11/2007","France","22/12/2021",2021,6
"10723","07/11/1995","France","29/09/2024",2020,6
"10728","28/09/1999","France","07/01/2023",2022,12
"10739","07/10/1983","France","03/02/2025",2025,8
"10741","16/05/1993","France","17/05/2025",2021,11
"10746","30/05/1985","France","01/10/2021",2021,4
"10749","16/06/1995","France","20/11/2021",2024,5
"10751","04/05/2005","France","14/04/2023",2023,7
"10753","20/07/2004","France","09/06/2025",2021,9
"10757","30/12/2000","France","12/01/2022",2025,1
"10759","28/01/1980","France","15/06/2020",2021,4
"10767","08/02/2001","France","15/05/2024",2021,2
"10768","12/01/1987","France","27/02/2020",2020,11
"10772","26/11/2001","France","01/02/2020",2022,8
"10774","05/09/1992","France","25/09/2021",2025,8
"10775","25/11/1987","France","16/08/2020",2024,7
"10781","26/03/1983","France","20/11/2022",2020,1
"10784","21/06/1980","France","28/03/2021",2021,5
"10788","12/01/1982","France","18/09/2021",2022,5
"10795","23/09/1982","France","04/05/2025",2024,10
"10799","07/10/2004","France","22/02/2023",2021,7
"10810","07/08/1992","France","19/01/2023",2022,5
"10811","06/11/1999","France","17/05/2025",2022,3
"10814","07/06/2003","France","21/09/2020",2021,6
"10816","21/02/1980","France","29/09/2023",2023,3
"10817","14/05/1990","France","07/05/2025",2020,2
"10820","14/12/1999","France","24/08/2020",2024,6
"10821","11/11/2005","France","29/01/2020",2024,8
"10822","12/03/2001","France","18/02/2020",2020,2
"10824","30/08/2005","France","21/11/2020",2022,7
"10826","28/04/1994","France","21/04/2022",2020,4
"10831","11/06/1989","France","16/11/2023",2021,2
"10833","06/11/1994","France","31/01/2025",2020,9
"10839","24/06/2005","France","06/10/2021",2020,11
"10842","17/07/1994","France","13/11/2020",2021,5
"10844","15/12/1997","France","15/07/2023",2023,12
"10849","17/03/1996","France","27/05/2023",2022,8
"10851","06/03/1996","France","21/02/2025",2022,6
"10856","13/11/1995","France","20/12/2024",2021,11
"10865","07/08/1989","France","27/03/2022",2021,1
"10869","13/11/1982","France","16/02/2024",2024,4
"10874","21/01/1985","France","05/01/2020",2022,10
"10876","17/09/1996","France","04/03/2021",2020,5
"10880","05/08/1982","France","11/02/2025",2024,4
"10891","19/04/1984","France","25/05/2021",2024,2
"10892","03/10/1990","France","27/12/2022",2021,11
"10894","04/10/1990","France","01/04/2024",2020,7
"10896","02/02/1982","France","27/11/2022",2020,4
"10897","17/04/1992","France","17/08/2020",2024,1
"10898","31/03/1996","France","08/07/2021",2020,3
"10901","11/06/2006","France","30/06/2021",2022,4
"10906","31/03/1980","France","01/04/2020",2024,5
"10909","06/09/2003","France","16/08/2024",2024,10
"10910","01/03/2000","France","27/04/2025",2025,6
"10912","22/01/1997","France","13/05/2022",2023,6
"10915","28/09/1982","France","09/03/2022",2024,11
"10916","27/01/1988","France","05/08/2023",2023,7
"10921","02/08/1987","France","26/08/2020",2021,5
"10922","25/01/2002","France","28/05/2023",2020,6
"10925","17/08/1988","France","17/11/2023",2023,3
